,Trial_number,Chosen_castle,Chosen_location,Correct_location,Accuracy,Number_of_doors,RT,Current_orientation,Current_color,Current_size,First_feature,Second_feature,Third_feature,Participant_size,Participant_orientation,Participant_number,Participant_gender,Early_exit,PE_1,PE_2,PE_3,LP_1,LP_2,LP_3,Nov_1,Nov_2,Nov_3
205,206,2.0,1.0,1.0,1.0,4.0,1.5166736000010133,-65.5,21.0,0.26,size,color,orientation,0.38,20.0,10,female,1,0.0,0.0,3.0,0.0,0.0,3.0,78.0,0.0,141.0
206,207,2.0,0.0,0.0,1.0,4.0,1.366809799999828,33.5,0.0,0.22,size,color,orientation,0.38,20.0,10,female,1,0.0,0.0,3.0,0.0,0.0,3.0,79.0,0.0,142.0
207,208,2.0,0.0,0.0,1.0,4.0,1.4010120000002644,20.0,12.0,0.3,size,color,orientation,0.38,20.0,10,female,1,0.0,0.0,3.0,0.0,0.0,3.0,80.0,0.0,143.0
208,209,2.0,1.0,1.0,1.0,4.0,3.551129800000126,74.0,23.0,0.14,size,color,orientation,0.38,20.0,10,female,1,0.0,0.0,3.0,0.0,0.0,3.0,81.0,0.0,144.0
209,210,3.0,4.0,0.0,0.0,8.0,9.482070300000489,-74.5,5.0,0.3400000000000001,size,color,orientation,0.38,20.0,10,female,1,0.0,0.0,4.0,0.0,0.0,0.0,82.0,1.0,0.0
210,211,3.0,1.0,2.0,0.0,8.0,2.2493240000003425,11.0,15.0,0.3400000000000001,size,color,orientation,0.38,20.0,10,female,1,0.0,0.0,1.0,0.0,0.0,-1.0,83.0,2.0,0.0
211,212,3.0,0.0,4.0,0.0,8.0,1.1485549999997602,11.0,8.0,0.4600000000000001,size,color,orientation,0.38,20.0,10,female,1,0.0,0.0,4.0,0.0,0.0,3.0,84.0,3.0,0.0
212,213,3.0,0.0,0.0,1.0,8.0,0.9478663000008964,-38.5,3.0,0.14,size,color,orientation,0.38,20.0,10,female,1,0.0,0.0,0.0,0.0,0.0,-3.0,85.0,4.0,0.0
213,214,3.0,1.0,1.0,1.0,8.0,2.549844199998915,78.5,6.0,0.22,size,color,orientation,0.38,20.0,10,female,1,0.0,0.0,0.0,0.0,0.0,4.0,86.0,5.0,0.0
214,215,3.0,1.0,0.0,0.0,8.0,2.1324899999999616,-38.5,4.0,0.18,size,color,orientation,0.38,20.0,10,female,1,0.0,0.0,1.0,0.0,0.0,0.0,87.0,6.0,0.0
215,216,3.0,1.0,1.0,1.0,8.0,1.614950900000622,60.5,10.0,0.22,size,color,orientation,0.38,20.0,10,female,1,0.0,0.0,0.0,0.0,0.0,-1.0,88.0,7.0,0.0
216,217,3.0,4.0,3.0,0.0,8.0,3.199423199999728,74.0,21.0,0.14,size,color,orientation,0.38,20.0,10,female,1,0.0,0.0,1.0,0.0,0.0,1.0,89.0,8.0,0.0
217,218,3.0,5.0,3.0,0.0,8.0,4.081422100000054,56.0,24.0,0.3,size,color,orientation,0.38,20.0,10,female,1,0.0,0.0,2.0,0.0,0.0,-1.0,90.0,9.0,0.0
218,219,3.0,4.0,6.0,0.0,8.0,2.3647799999998824,-29.5,16.0,0.38,size,color,orientation,0.38,20.0,10,female,1,0.0,0.0,2.0,0.0,0.0,-1.0,91.0,10.0,0.0
219,220,3.0,6.0,2.0,0.0,8.0,0.6662651000006008,-11.5,14.0,0.22,size,color,orientation,0.38,20.0,10,female,1,0.0,0.0,4.0,0.0,0.0,0.0,92.0,11.0,0.0
220,221,3.0,0.0,0.0,1.0,8.0,1.481849700001476,-79.0,7.0,0.3,size,color,orientation,0.38,20.0,10,female,1,0.0,0.0,0.0,0.0,0.0,-2.0,93.0,12.0,0.0
221,222,3.0,0.0,2.0,0.0,8.0,1.1998940000012226,-65.5,17.0,0.3400000000000001,size,color,orientation,0.38,20.0,10,female,1,0.0,0.0,2.0,0.0,0.0,4.0,94.0,13.0,0.0
222,223,1.0,0.0,0.0,1.0,2.0,2.8075795999993716,-11.5,4.0,0.14,size,color,orientation,0.38,20.0,10,female,1,0.0,0.0,2.0,0.0,0.0,4.0,0.0,14.0,1.0
223,224,1.0,1.0,1.0,1.0,2.0,1.7167638999999326,-65.5,15.0,0.42,size,color,orientation,0.38,20.0,10,female,1,0.0,0.0,2.0,0.0,0.0,4.0,0.0,15.0,2.0
224,225,1.0,1.0,1.0,1.0,2.0,1.2009791000000405,60.5,10.0,0.42,size,color,orientation,0.38,20.0,10,female,1,0.0,0.0,2.0,0.0,0.0,4.0,0.0,16.0,3.0
225,226,1.0,0.0,0.0,1.0,2.0,0.6177525000002788,20.0,23.0,0.22,size,color,orientation,0.38,20.0,10,female,1,0.0,0.0,2.0,0.0,0.0,4.0,0.0,17.0,4.0
226,227,1.0,1.0,1.0,1.0,2.0,0.8835299000002124,74.0,9.0,0.4600000000000001,size,color,orientation,0.38,20.0,10,female,1,0.0,0.0,2.0,0.0,0.0,4.0,0.0,18.0,5.0
227,228,1.0,1.0,1.0,1.0,2.0,1.4670100000003004,-38.5,0.0,0.42,size,color,orientation,0.38,20.0,10,female,1,0.0,0.0,2.0,0.0,0.0,4.0,0.0,19.0,6.0
228,229,1.0,0.0,0.0,1.0,2.0,1.7343922999989445,-7.0,4.0,0.3400000000000001,size,color,orientation,0.38,20.0,10,female,1,0.0,0.0,2.0,0.0,0.0,4.0,0.0,20.0,7.0
229,230,1.0,0.0,0.0,1.0,2.0,0.9679722000000766,29.0,24.0,0.1,size,color,orientation,0.38,20.0,10,female,1,0.0,0.0,2.0,0.0,0.0,4.0,0.0,21.0,8.0
230,231,1.0,0.0,0.0,1.0,2.0,0.9337990000003628,11.0,6.0,0.18,size,color,orientation,0.38,20.0,10,female,1,0.0,0.0,2.0,0.0,0.0,4.0,0.0,22.0,9.0
231,232,1.0,0.0,0.0,1.0,2.0,1.38253369999984,-79.0,24.0,0.3400000000000001,size,color,orientation,0.38,20.0,10,female,1,0.0,0.0,2.0,0.0,0.0,4.0,0.0,23.0,10.0
232,233,1.0,0.0,0.0,1.0,2.0,1.0845171000000846,-38.5,0.0,0.22,size,color,orientation,0.38,20.0,10,female,1,0.0,0.0,2.0,0.0,0.0,4.0,0.0,24.0,11.0
233,234,1.0,0.0,0.0,1.0,2.0,0.8005915000012465,87.5,11.0,0.1,size,color,orientation,0.38,20.0,10,female,1,0.0,0.0,2.0,0.0,0.0,4.0,0.0,25.0,12.0
234,235,1.0,0.0,0.0,1.0,2.0,1.0175889000001916,33.5,18.0,0.3,size,color,orientation,0.38,20.0,10,female,1,0.0,0.0,2.0,0.0,0.0,4.0,0.0,26.0,13.0
235,236,1.0,1.0,1.0,1.0,2.0,0.8672905000003084,11.0,14.0,0.4600000000000001,size,color,orientation,0.38,20.0,10,female,1,0.0,0.0,2.0,0.0,0.0,4.0,0.0,27.0,14.0
236,237,1.0,0.0,0.0,1.0,2.0,1.083789500000421,56.0,14.0,0.1,size,color,orientation,0.38,20.0,10,female,1,0.0,0.0,2.0,0.0,0.0,4.0,0.0,28.0,15.0
237,238,1.0,0.0,0.0,1.0,2.0,1.317391200000202,42.5,17.0,0.26,size,color,orientation,0.38,20.0,10,female,1,0.0,0.0,2.0,0.0,0.0,4.0,0.0,29.0,16.0
238,239,1.0,0.0,0.0,1.0,2.0,0.901067699998748,-61.0,6.0,0.14,size,color,orientation,0.38,20.0,10,female,1,0.0,0.0,2.0,0.0,0.0,4.0,0.0,30.0,17.0
239,240,1.0,0.0,1.0,0.0,2.0,1.5011121999996249,-65.5,5.0,0.38,size,color,orientation,0.38,20.0,10,female,1,1.0,0.0,2.0,0.0,0.0,4.0,0.0,31.0,18.0
240,241,3.0,3.0,5.0,0.0,8.0,2.5477644999991753,83.0,3.0,0.38,size,color,orientation,0.38,20.0,10,female,1,1.0,0.0,2.0,0.0,0.0,0.0,1.0,32.0,0.0
241,242,3.0,7.0,4.0,0.0,8.0,4.865973799998756,-38.5,6.0,0.4600000000000001,size,color,orientation,0.38,20.0,10,female,1,1.0,0.0,3.0,0.0,0.0,0.0,2.0,33.0,0.0
242,243,3.0,1.0,0.0,0.0,8.0,0.8818095999995421,-38.5,12.0,0.3400000000000001,size,color,orientation,0.38,20.0,10,female,1,1.0,0.0,1.0,0.0,0.0,-1.0,3.0,34.0,0.0
243,244,3.0,3.0,3.0,1.0,8.0,1.949282999999923,87.5,21.0,0.3400000000000001,size,color,orientation,0.38,20.0,10,female,1,1.0,0.0,0.0,0.0,0.0,2.0,4.0,35.0,0.0
244,245,3.0,4.0,0.0,0.0,8.0,2.249705800000811,-16.0,6.0,0.3,size,color,orientation,0.38,20.0,10,female,1,1.0,0.0,4.0,0.0,0.0,1.0,5.0,36.0,0.0
245,246,3.0,2.0,0.0,0.0,8.0,1.434362500000134,-52.0,6.0,0.14,size,color,orientation,0.38,20.0,10,female,1,1.0,0.0,2.0,0.0,0.0,-4.0,6.0,37.0,0.0
246,247,3.0,1.0,6.0,0.0,8.0,4.249763699999676,15.5,19.0,0.4600000000000001,size,color,orientation,0.38,20.0,10,female,1,1.0,0.0,5.0,0.0,0.0,2.0,7.0,38.0,0.0
247,248,3.0,6.0,4.0,0.0,8.0,1.098527699999977,6.5,7.0,0.42,size,color,orientation,0.38,20.0,10,female,1,1.0,0.0,2.0,0.0,0.0,-3.0,8.0,39.0,0.0
248,249,3.0,6.0,0.0,0.0,8.0,0.0099556999994092,-2.5,2.0,0.14,size,color,orientation,0.38,20.0,10,female,1,1.0,0.0,6.0,0.0,0.0,3.0,9.0,40.0,0.0
249,250,3.0,4.0,7.0,0.0,8.0,1.8508361000003788,51.5,20.0,0.4600000000000001,size,color,orientation,0.38,20.0,10,female,1,1.0,0.0,3.0,0.0,0.0,-4.0,10.0,41.0,0.0
250,251,3.0,7.0,1.0,0.0,8.0,4.449444599998969,60.5,10.0,0.3,size,color,orientation,0.38,20.0,10,female,1,1.0,0.0,6.0,0.0,0.0,3.0,11.0,42.0,0.0
251,252,3.0,2.0,3.0,0.0,8.0,8.398920899999212,74.0,22.0,0.3,size,color,orientation,0.38,20.0,10,female,1,1.0,0.0,1.0,0.0,0.0,-3.0,12.0,43.0,0.0
252,253,3.0,5.0,2.0,0.0,8.0,3.5645722999997815,6.5,24.0,0.26,size,color,orientation,0.38,20.0,10,female,1,1.0,0.0,3.0,0.0,0.0,5.0,13.0,44.0,0.0
253,254,3.0,5.0,0.0,0.0,8.0,1.7652371000003768,-83.5,12.0,0.3400000000000001,size,color,orientation,0.38,20.0,10,female,1,1.0,0.0,5.0,0.0,0.0,-2.0,14.0,45.0,0.0
254,255,3.0,1.0,3.0,0.0,8.0,1.5160656999996718,87.5,18.0,0.26,size,color,orientation,0.38,20.0,10,female,1,1.0,0.0,2.0,0.0,0.0,-2.0,15.0,46.0,0.0
255,256,3.0,1.0,1.0,1.0,8.0,2.9315743999995902,56.0,5.0,0.18,size,color,orientation,0.38,20.0,10,female,1,1.0,0.0,0.0,0.0,0.0,3.0,16.0,47.0,0.0
256,257,3.0,1.0,2.0,0.0,8.0,1.5001158000013677,-88.0,24.0,0.14,size,color,orientation,0.38,20.0,10,female,1,1.0,0.0,1.0,0.0,0.0,2.0,17.0,48.0,0.0
257,258,1.0,1.0,1.0,1.0,2.0,2.823432199998934,11.0,9.0,0.38,size,color,orientation,0.38,20.0,10,female,1,0.0,0.0,1.0,0.0,0.0,2.0,0.0,49.0,1.0
258,259,1.0,0.0,0.0,1.0,2.0,1.1166355999994266,87.5,21.0,0.18,size,color,orientation,0.38,20.0,10,female,1,0.0,0.0,1.0,1.0,0.0,2.0,0.0,50.0,2.0
259,260,1.0,0.0,0.0,1.0,2.0,1.4333354999998846,-16.0,23.0,0.14,size,color,orientation,0.38,20.0,10,female,1,0.0,0.0,1.0,0.0,0.0,2.0,0.0,51.0,3.0
260,261,1.0,0.0,1.0,0.0,2.0,0.8336064000013721,-16.0,11.0,0.38,size,color,orientation,0.38,20.0,10,female,1,1.0,0.0,1.0,0.0,0.0,2.0,0.0,52.0,4.0
261,262,3.0,0.0,0.0,1.0,8.0,11.39882100000068,-20.5,10.0,0.1,size,color,orientation,0.38,20.0,10,female,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,53.0,0.0
262,263,3.0,0.0,3.0,0.0,8.0,1.9831070000000184,74.0,15.0,0.3,size,color,orientation,0.38,20.0,10,female,1,1.0,0.0,3.0,0.0,0.0,1.0,2.0,54.0,0.0
263,264,3.0,0.0,0.0,1.0,8.0,1.3478539000007004,-79.0,7.0,0.3400000000000001,size,color,orientation,0.38,20.0,10,female,1,1.0,0.0,0.0,0.0,0.0,-3.0,3.0,55.0,0.0
264,265,3.0,0.0,5.0,0.0,8.0,0.0094392999999399,83.0,0.0,0.42,size,color,orientation,0.38,20.0,10,female,1,1.0,0.0,5.0,0.0,0.0,3.0,4.0,56.0,0.0
265,266,3.0,0.0,0.0,1.0,8.0,1.5664854000006017,-74.5,11.0,0.3,size,color,orientation,0.38,20.0,10,female,1,1.0,0.0,0.0,0.0,0.0,-5.0,5.0,57.0,0.0
266,267,3.0,0.0,5.0,0.0,8.0,1.798939700000119,83.0,5.0,0.42,size,color,orientation,0.38,20.0,10,female,1,1.0,0.0,5.0,0.0,0.0,5.0,6.0,58.0,0.0
267,268,3.0,4.0,3.0,0.0,8.0,2.1658358000004228,65.0,18.0,0.3,size,color,orientation,0.38,20.0,10,female,1,1.0,0.0,1.0,0.0,0.0,-5.0,7.0,59.0,0.0
268,269,3.0,3.0,0.0,0.0,8.0,1.8310782000007748,-52.0,11.0,0.3400000000000001,size,color,orientation,0.38,20.0,10,female,1,1.0,0.0,3.0,0.0,0.0,4.0,8.0,60.0,0.0
269,270,3.0,0.0,0.0,1.0,8.0,1.54851570000028,-43.0,8.0,0.1,size,color,orientation,0.38,20.0,10,female,1,1.0,0.0,0.0,0.0,0.0,-2.0,9.0,61.0,0.0
270,271,3.0,0.0,0.0,1.0,8.0,0.6335605999993277,-56.5,6.0,0.1,size,color,orientation,0.38,20.0,10,female,1,1.0,0.0,0.0,0.0,0.0,3.0,10.0,62.0,0.0
271,272,3.0,1.0,2.0,0.0,8.0,3.183435599999939,11.0,22.0,0.18,size,color,orientation,0.38,20.0,10,female,1,1.0,0.0,1.0,0.0,0.0,0.0,11.0,63.0,0.0
272,273,3.0,0.0,4.0,0.0,8.0,1.6481191000002582,-47.5,9.0,0.4600000000000001,size,color,orientation,0.38,20.0,10,female,1,1.0,0.0,4.0,0.0,0.0,-1.0,12.0,64.0,0.0
273,274,3.0,2.0,2.0,1.0,8.0,4.182969700001195,-34.0,22.0,0.3,size,color,orientation,0.38,20.0,10,female,1,1.0,0.0,0.0,0.0,0.0,-3.0,13.0,65.0,0.0
274,275,3.0,0.0,2.0,0.0,8.0,2.363083500000357,15.5,18.0,0.14,size,color,orientation,0.38,20.0,10,female,1,1.0,0.0,2.0,0.0,0.0,4.0,14.0,66.0,0.0
275,276,3.0,2.0,6.0,0.0,8.0,1.5512810000000172,11.0,23.0,0.42,size,color,orientation,0.38,20.0,10,female,1,1.0,0.0,4.0,0.0,0.0,-2.0,15.0,67.0,0.0
276,277,3.0,1.0,4.0,0.0,8.0,1.8153603000009753,-34.0,9.0,0.42,size,color,orientation,0.38,20.0,10,female,1,1.0,0.0,3.0,0.0,0.0,-2.0,16.0,68.0,0.0
277,278,3.0,0.0,6.0,0.0,8.0,1.297765100000106,-29.5,19.0,0.4600000000000001,size,color,orientation,0.38,20.0,10,female,1,1.0,0.0,6.0,0.0,0.0,1.0,17.0,69.0,0.0
278,279,3.0,3.0,0.0,0.0,8.0,1.2987266999989515,-79.0,10.0,0.3400000000000001,size,color,orientation,0.38,20.0,10,female,1,1.0,0.0,3.0,0.0,0.0,-3.0,18.0,70.0,0.0
279,280,3.0,0.0,2.0,0.0,8.0,3.0493156000011368,-65.5,20.0,0.18,size,color,orientation,0.38,20.0,10,female,1,1.0,0.0,2.0,0.0,0.0,3.0,19.0,71.0,0.0
280,281,3.0,0.0,1.0,0.0,8.0,1.981245699998908,38.0,7.0,0.26,size,color,orientation,0.38,20.0,10,female,1,1.0,0.0,1.0,0.0,0.0,1.0,20.0,72.0,0.0
281,282,3.0,1.0,1.0,1.0,8.0,1.9149955000011687,87.5,5.0,0.1,size,color,orientation,0.38,20.0,10,female,1,1.0,0.0,0.0,0.0,0.0,1.0,21.0,73.0,0.0
282,283,3.0,0.0,4.0,0.0,8.0,1.3838397999988956,-11.5,1.0,0.4600000000000001,size,color,orientation,0.38,20.0,10,female,1,1.0,0.0,4.0,0.0,0.0,1.0,22.0,74.0,0.0
283,284,3.0,0.0,1.0,0.0,8.0,2.5479861999992863,69.5,9.0,0.1,size,color,orientation,0.38,20.0,10,female,1,1.0,0.0,1.0,0.0,0.0,-4.0,23.0,75.0,0.0
284,285,3.0,1.0,4.0,0.0,8.0,3.965499800000543,-20.5,5.0,0.38,size,color,orientation,0.38,20.0,10,female,1,1.0,0.0,3.0,0.0,0.0,3.0,24.0,76.0,0.0
285,286,3.0,2.0,6.0,0.0,8.0,1.6986863999991328,-11.5,22.0,0.38,size,color,orientation,0.38,20.0,10,female,1,1.0,0.0,4.0,0.0,0.0,-2.0,25.0,77.0,0.0
286,287,3.0,0.0,1.0,0.0,8.0,2.415626899999552,47.0,12.0,0.14,size,color,orientation,0.38,20.0,10,female,1,1.0,0.0,1.0,0.0,0.0,-1.0,26.0,78.0,0.0
287,288,3.0,1.0,5.0,0.0,8.0,1.283002200001647,87.5,11.0,0.38,size,color,orientation,0.38,20.0,10,female,1,1.0,0.0,4.0,0.0,0.0,3.0,27.0,79.0,0.0
288,289,3.0,4.0,4.0,1.0,8.0,5.982442499998797,-83.5,4.0,0.4600000000000001,size,color,orientation,0.38,20.0,10,female,1,1.0,0.0,0.0,0.0,0.0,-3.0,28.0,80.0,0.0
289,290,3.0,2.0,2.0,1.0,8.0,8.332365799999025,-83.5,16.0,0.3400000000000001,size,color,orientation,0.38,20.0,10,female,1,1.0,0.0,0.0,0.0,0.0,4.0,29.0,81.0,0.0
290,291,3.0,2.0,2.0,1.0,8.0,2.1836351999991166,-20.5,19.0,0.22,size,color,orientation,0.38,20.0,10,female,1,1.0,0.0,0.0,0.0,0.0,0.0,30.0,82.0,0.0
291,292,3.0,1.0,1.0,1.0,8.0,3.7164167999999336,29.0,9.0,0.14,size,color,orientation,0.38,20.0,10,female,1,1.0,0.0,0.0,0.0,0.0,0.0,31.0,83.0,0.0
292,293,3.0,1.0,1.0,1.0,8.0,1.1834918000004109,87.5,3.0,0.26,size,color,orientation,0.38,20.0,10,female,1,1.0,0.0,0.0,0.0,0.0,0.0,32.0,84.0,0.0
293,294,3.0,3.0,3.0,1.0,8.0,5.950557399999525,60.5,21.0,0.1,size,color,orientation,0.38,20.0,10,female,1,1.0,0.0,0.0,0.0,0.0,0.0,33.0,85.0,0.0
294,295,3.0,6.0,6.0,1.0,8.0,5.9336937999996735,-56.5,14.0,0.42,size,color,orientation,0.38,20.0,10,female,1,1.0,0.0,0.0,0.0,0.0,0.0,34.0,86.0,0.0
295,296,3.0,2.0,2.0,1.0,8.0,6.966692799998782,-74.5,16.0,0.26,size,color,orientation,0.38,20.0,10,female,1,1.0,0.0,0.0,0.0,0.0,0.0,35.0,87.0,0.0
296,297,3.0,1.0,1.0,1.0,8.0,4.067004900000029,78.5,5.0,0.1,size,color,orientation,0.38,20.0,10,female,1,1.0,0.0,0.0,0.0,0.0,0.0,36.0,88.0,0.0
297,298,3.0,7.0,7.0,1.0,8.0,8.216789099999005,83.0,22.0,0.42,size,color,orientation,0.38,20.0,10,female,1,1.0,0.0,0.0,0.0,0.0,0.0,37.0,89.0,0.0
298,299,3.0,2.0,2.0,1.0,8.0,4.816135899998699,-38.5,21.0,0.22,size,color,orientation,0.38,20.0,10,female,1,1.0,0.0,0.0,0.0,0.0,0.0,38.0,90.0,0.0
299,300,3.0,5.0,4.0,0.0,8.0,6.166624600000432,2.0,10.0,0.38,size,color,orientation,0.38,20.0,10,female,1,1.0,0.0,1.0,0.0,0.0,0.0,39.0,91.0,0.0
