Trial_number,Chosen_castle,Chosen_location,Correct_location,Accuracy,Number_of_doors,RT,Current_orientation,Current_color,Current_size,First_feature,Second_feature,Third_feature,Participant_size,Participant_orientation,Participant_number,Participant_gender,Early_exit
68,1,1,0,0,2,1.56768430000011,38.0,8,0.22000000000000003,color,size,orientation,0.26,-11.5,5,female,0
69,3,4,0,0,8,2.1983440999993036,-88.0,5,0.18000000000000002,color,size,orientation,0.26,-11.5,5,female,0
70,3,6,4,0,8,9.433071099999324,-34.0,14,0.18000000000000002,color,size,orientation,0.26,-11.5,5,female,0
71,3,3,5,0,8,1.0322566000004372,51.5,16,0.18000000000000002,color,size,orientation,0.26,-11.5,5,female,0
72,3,1,4,0,8,4.048784399999931,-25.0,14,0.14,color,size,orientation,0.26,-11.5,5,female,0
73,3,1,1,1,8,1.4659851999995226,47.0,3,0.18000000000000002,color,size,orientation,0.26,-11.5,5,female,0
74,3,1,3,0,8,1.4668222000000242,24.5,9,0.42000000000000004,color,size,orientation,0.26,-11.5,5,female,0
75,3,0,5,0,8,3.248834899999565,56.0,18,0.1,color,size,orientation,0.26,-11.5,5,female,0
76,3,4,5,0,8,1.1831317000005583,87.5,16,0.14,color,size,orientation,0.26,-11.5,5,female,0
77,3,1,1,1,8,5.366499499999918,65.0,0,0.22000000000000003,color,size,orientation,0.26,-11.5,5,female,0
78,3,2,5,0,8,20.18341849999979,33.5,19,0.22000000000000003,color,size,orientation,0.26,-11.5,5,female,0
79,3,2,0,0,8,4.232449000000088,-43.0,12,0.14,color,size,orientation,0.26,-11.5,5,female,0
80,3,1,4,0,8,4.365606499999558,-83.5,19,0.1,color,size,orientation,0.26,-11.5,5,female,0
81,2,1,1,1,4,3.1990998999999647,42.5,0,0.26,color,size,orientation,0.26,-11.5,5,female,0
82,2,0,3,0,4,3.501237599999513,-16.0,20,0.4600000000000001,color,size,orientation,0.26,-11.5,5,female,0
83,2,0,3,0,4,7.682611299999735,-88.0,23,0.3400000000000001,color,size,orientation,0.26,-11.5,5,female,0
84,2,0,0,1,4,4.249238299999888,-65.5,7,0.1,color,size,orientation,0.26,-11.5,5,female,0
85,2,2,3,0,4,2.6335564000000886,6.5,21,0.3400000000000001,color,size,orientation,0.26,-11.5,5,female,0
86,2,2,3,0,4,1.5163566000001083,20.0,23,0.38,color,size,orientation,0.26,-11.5,5,female,0
87,2,1,2,0,4,1.015991600000234,-83.5,24,0.18000000000000002,color,size,orientation,0.26,-11.5,5,female,0
88,2,0,3,0,4,4.182614599999397,60.5,17,0.4600000000000001,color,size,orientation,0.26,-11.5,5,female,0
89,2,0,0,1,4,36.76696720000018,65.0,10,0.22000000000000003,color,size,orientation,0.26,-11.5,5,female,0
90,2,1,3,0,4,1.199924700000338,60.5,15,0.26,color,size,orientation,0.26,-11.5,5,female,0
91,1,0,0,1,2,9.259358799999973,56.0,9,0.18000000000000002,color,size,orientation,0.26,-11.5,5,female,0
92,1,0,1,0,2,1.7672166000002107,20.0,14,0.14,color,size,orientation,0.26,-11.5,5,female,0
93,1,0,1,0,2,3.3917014999997264,69.5,23,0.18000000000000002,color,size,orientation,0.26,-11.5,5,female,0
94,1,1,1,1,2,1.5770853000003626,24.5,19,0.30000000000000004,color,size,orientation,0.26,-11.5,5,female,0
95,1,1,0,0,2,1.3333173999999417,-83.5,10,0.38,color,size,orientation,0.26,-11.5,5,female,0
96,1,1,0,0,2,2.1585894999998345,-34.0,11,0.4600000000000001,color,size,orientation,0.26,-11.5,5,female,0
97,1,0,0,1,2,3.1257580000001326,-70.0,10,0.3400000000000001,color,size,orientation,0.26,-11.5,5,female,0
98,1,1,0,0,2,1.8838557999997647,-70.0,2,0.42000000000000004,color,size,orientation,0.26,-11.5,5,female,0
99,1,1,0,0,2,10.475492900000063,-61.0,10,0.30000000000000004,color,size,orientation,0.26,-11.5,5,female,0
100,1,0,0,1,2,1.5752276999992318,-29.5,12,0.18000000000000002,color,size,orientation,0.26,-11.5,5,female,0
101,1,0,0,1,2,0.7505703000006179,-16.0,3,0.42000000000000004,color,size,orientation,0.26,-11.5,5,female,0
102,1,0,0,1,2,0.2512166000005891,38.0,5,0.18000000000000002,color,size,orientation,0.26,-11.5,5,female,0
103,1,0,0,1,2,0.012678499999310588,69.5,0,0.30000000000000004,color,size,orientation,0.26,-11.5,5,female,0
104,1,0,0,1,2,0.13365499999963504,-7.0,7,0.26,color,size,orientation,0.26,-11.5,5,female,0
105,1,0,0,1,2,0.00802419999945414,24.5,9,0.42000000000000004,color,size,orientation,0.26,-11.5,5,female,0
106,1,0,0,1,2,0.008530500000233587,-47.5,11,0.3400000000000001,color,size,orientation,0.26,-11.5,5,female,0
107,1,0,1,0,2,0.1832141999993837,-65.5,17,0.38,color,size,orientation,0.26,-11.5,5,female,0
108,1,1,1,1,2,0.8755719000000681,60.5,14,0.26,color,size,orientation,0.26,-11.5,5,female,0
109,1,0,0,1,2,0.25050219999957335,38.0,7,0.3400000000000001,color,size,orientation,0.26,-11.5,5,female,0
110,1,1,0,0,2,0.25063609999961045,-70.0,12,0.18000000000000002,color,size,orientation,0.26,-11.5,5,female,0
111,1,0,1,0,2,43.44214490000013,-70.0,18,0.38,color,size,orientation,0.26,-11.5,5,female,0
112,1,1,0,0,2,25.17552230000001,-88.0,2,0.30000000000000004,color,size,orientation,0.26,-11.5,5,female,0
113,1,0,0,1,2,1.1921738999999434,42.5,10,0.42000000000000004,color,size,orientation,0.26,-11.5,5,female,0
114,1,1,0,0,2,9.783670599999823,-65.5,5,0.3400000000000001,color,size,orientation,0.26,-11.5,5,female,0
115,2,3,2,0,4,4.2823099999995975,-7.0,18,0.1,color,size,orientation,0.26,-11.5,5,female,0
116,2,1,1,1,4,48.60105679999924,24.5,2,0.26,color,size,orientation,0.26,-11.5,5,female,0
117,2,1,1,1,4,1.1169638000001214,11.0,1,0.30000000000000004,color,size,orientation,0.26,-11.5,5,female,0
118,2,1,3,0,4,0.3164237000000867,56.0,16,0.3400000000000001,color,size,orientation,0.26,-11.5,5,female,0
119,2,2,3,0,4,11.18322949999947,-79.0,13,0.42000000000000004,color,size,orientation,0.26,-11.5,5,female,0
120,2,0,1,0,4,2.666232499999751,15.5,9,0.4600000000000001,color,size,orientation,0.26,-11.5,5,female,0
121,2,3,2,0,4,2.5989519000004293,20.0,14,0.18000000000000002,color,size,orientation,0.26,-11.5,5,female,0
122,2,2,0,0,4,0.3151213999999527,74.0,7,0.14,color,size,orientation,0.26,-11.5,5,female,0
123,2,1,0,0,4,0.9496202999998786,-83.5,10,0.1,color,size,orientation,0.26,-11.5,5,female,0
124,1,0,1,0,2,1.608324900000298,15.5,23,0.1,color,size,orientation,0.26,-11.5,5,female,0
125,1,1,1,1,2,16.910354800000277,6.5,24,0.30000000000000004,color,size,orientation,0.26,-11.5,5,female,0
126,1,1,1,1,2,0.7000135999996928,11.0,15,0.30000000000000004,color,size,orientation,0.26,-11.5,5,female,0
127,1,1,0,0,2,2.4003052999996726,47.0,0,0.4600000000000001,color,size,orientation,0.26,-11.5,5,female,0
128,1,0,0,1,2,32.70844560000023,11.0,3,0.30000000000000004,color,size,orientation,0.26,-11.5,5,female,0
129,1,1,1,1,2,1.667429400000401,2.0,19,0.18000000000000002,color,size,orientation,0.26,-11.5,5,female,0
130,1,1,0,0,2,2.867036000000553,74.0,2,0.4600000000000001,color,size,orientation,0.26,-11.5,5,female,0
131,3,6,7,0,8,8.365507899999102,24.5,20,0.3400000000000001,color,size,orientation,0.26,-11.5,5,female,0
132,3,3,1,0,8,8.16610799999944,2.0,3,0.14,color,size,orientation,0.26,-11.5,5,female,0
133,1,0,1,0,2,6.858694100000321,-2.5,21,0.38,color,size,orientation,0.26,-11.5,5,female,0
134,1,1,1,1,2,6.340877100000398,65.0,14,0.22000000000000003,color,size,orientation,0.26,-11.5,5,female,0
135,1,1,0,0,2,0.9014538999999786,78.5,5,0.1,color,size,orientation,0.26,-11.5,5,female,0
136,1,0,0,1,2,2.2043169000007765,-61.0,10,0.4600000000000001,color,size,orientation,0.26,-11.5,5,female,0
137,1,1,1,1,2,1.9341201999995974,20.0,20,0.42000000000000004,color,size,orientation,0.26,-11.5,5,female,0
138,1,1,0,0,2,2.0833673000006456,-11.5,9,0.3400000000000001,color,size,orientation,0.26,-11.5,5,female,0
139,1,0,0,1,2,10.0598643000003,-7.0,8,0.3400000000000001,color,size,orientation,0.26,-11.5,5,female,0
140,1,0,0,1,2,1.1344834000001356,11.0,0,0.38,color,size,orientation,0.26,-11.5,5,female,0
141,1,1,0,0,2,1.5838312999994741,-83.5,6,0.18000000000000002,color,size,orientation,0.26,-11.5,5,female,0
142,1,0,0,1,2,0.8088927999997395,-34.0,3,0.42000000000000004,color,size,orientation,0.26,-11.5,5,female,0
143,1,0,1,0,2,0.6340715999995155,-7.0,22,0.30000000000000004,color,size,orientation,0.26,-11.5,5,female,0
144,1,1,0,0,2,29.006826799999544,51.5,11,0.22000000000000003,color,size,orientation,0.26,-11.5,5,female,0
145,2,0,3,0,4,0.5496156999997766,74.0,15,0.26,color,size,orientation,0.26,-11.5,5,female,0
146,2,2,3,0,4,0.6502418999998554,20.0,19,0.42000000000000004,color,size,orientation,0.26,-11.5,5,female,0
147,2,1,1,1,4,0.33245009999973263,-83.5,6,0.30000000000000004,color,size,orientation,0.26,-11.5,5,female,0
148,2,3,0,0,4,2.1166948999998567,-70.0,7,0.14,color,size,orientation,0.26,-11.5,5,female,0
149,2,2,3,0,4,8.316452800000661,-61.0,22,0.38,color,size,orientation,0.26,-11.5,5,female,0
150,1,0,1,0,2,2.8250350999996954,-52.0,13,0.38,color,size,orientation,0.26,-11.5,5,female,0
151,1,1,0,0,2,0.9087839999992866,-79.0,10,0.18000000000000002,color,size,orientation,0.26,-11.5,5,female,0
152,1,1,0,0,2,7.842567099999542,65.0,11,0.14,color,size,orientation,0.26,-11.5,5,female,0
153,1,0,0,1,2,1.310389600000235,-79.0,5,0.1,color,size,orientation,0.26,-11.5,5,female,0
154,1,0,0,1,2,5.667117999999391,-43.0,5,0.3400000000000001,color,size,orientation,0.26,-11.5,5,female,0
155,1,0,0,1,2,2.167043100000228,-65.5,3,0.4600000000000001,color,size,orientation,0.26,-11.5,5,female,0
156,1,1,1,1,2,8.333911799999441,6.5,16,0.26,color,size,orientation,0.26,-11.5,5,female,0
157,1,1,1,1,2,5.983740100000432,-34.0,13,0.22000000000000003,color,size,orientation,0.26,-11.5,5,female,0
158,1,0,0,1,2,2.317877700000281,87.5,9,0.18000000000000002,color,size,orientation,0.26,-11.5,5,female,0
159,1,0,0,1,2,2.36686649999956,60.5,11,0.22000000000000003,color,size,orientation,0.26,-11.5,5,female,0
160,1,1,1,1,2,2.2340759999997317,-83.5,13,0.14,color,size,orientation,0.26,-11.5,5,female,0
161,1,0,0,1,2,1.983684699999685,-7.0,12,0.14,color,size,orientation,0.26,-11.5,5,female,0
162,1,1,1,1,2,1.8333237000006193,-25.0,19,0.18000000000000002,color,size,orientation,0.26,-11.5,5,female,0
163,1,1,0,0,2,1.317033100000117,-16.0,4,0.4600000000000001,color,size,orientation,0.26,-11.5,5,female,0
164,1,1,0,0,2,24.026508099999774,65.0,7,0.4600000000000001,color,size,orientation,0.26,-11.5,5,female,0
165,1,0,0,1,2,4.65723909999997,74.0,7,0.42000000000000004,color,size,orientation,0.26,-11.5,5,female,0
166,1,0,0,1,2,1.900144199999886,-20.5,0,0.26,color,size,orientation,0.26,-11.5,5,female,0
167,1,0,0,1,2,0.8502894000002925,83.0,9,0.3400000000000001,color,size,orientation,0.26,-11.5,5,female,0
168,1,1,1,1,2,10.550811899999644,-11.5,24,0.3400000000000001,color,size,orientation,0.26,-11.5,5,female,0
169,1,1,1,1,2,1.1675389000001815,87.5,23,0.4600000000000001,color,size,orientation,0.26,-11.5,5,female,0
170,1,1,0,0,2,3.516946900000221,-34.0,10,0.4600000000000001,color,size,orientation,0.26,-11.5,5,female,0
171,1,1,1,1,2,8.708578300000227,6.5,21,0.30000000000000004,color,size,orientation,0.26,-11.5,5,female,0
172,1,0,0,1,2,2.0506249999998545,42.5,10,0.26,color,size,orientation,0.26,-11.5,5,female,0
173,1,0,0,1,2,0.8342158000004929,56.0,12,0.14,color,size,orientation,0.26,-11.5,5,female,0
174,1,0,1,0,2,0.8846070999998119,-83.5,20,0.26,color,size,orientation,0.26,-11.5,5,female,0
175,1,0,1,0,2,27.959047600000304,-70.0,13,0.22000000000000003,color,size,orientation,0.26,-11.5,5,female,0
176,1,1,1,1,2,2.526312500000131,-79.0,17,0.38,color,size,orientation,0.26,-11.5,5,female,0
177,1,0,1,0,2,1.6174862999996549,-25.0,14,0.3400000000000001,color,size,orientation,0.26,-11.5,5,female,0
178,1,0,0,1,2,1.2242442999995546,-70.0,4,0.22000000000000003,color,size,orientation,0.26,-11.5,5,female,0
179,1,1,0,0,2,1.2336193000001003,6.5,6,0.30000000000000004,color,size,orientation,0.26,-11.5,5,female,0
180,1,0,1,0,2,1.2602515999997195,42.5,16,0.30000000000000004,color,size,orientation,0.26,-11.5,5,female,0
181,1,1,0,0,2,2.526371800000561,2.0,7,0.3400000000000001,color,size,orientation,0.26,-11.5,5,female,0
182,3,5,2,0,8,4.632110300000022,-74.5,12,0.30000000000000004,color,size,orientation,0.26,-11.5,5,female,0
183,3,2,7,0,8,0.315261400000054,15.5,22,0.3400000000000001,color,size,orientation,0.26,-11.5,5,female,0
184,3,3,6,0,8,3.1492068999996263,-88.0,20,0.4600000000000001,color,size,orientation,0.26,-11.5,5,female,0
185,1,0,1,0,2,0.9934511000001294,-74.5,17,0.42000000000000004,color,size,orientation,0.26,-11.5,5,female,0
186,1,0,0,1,2,5.774345700000595,74.0,11,0.3400000000000001,color,size,orientation,0.26,-11.5,5,female,0
187,1,1,0,0,2,1.4000831000003018,15.5,4,0.22000000000000003,color,size,orientation,0.26,-11.5,5,female,0
188,1,1,1,1,2,1.308083999999326,-74.5,20,0.14,color,size,orientation,0.26,-11.5,5,female,0
189,1,0,0,1,2,0.617645999999695,65.0,12,0.38,color,size,orientation,0.26,-11.5,5,female,0
190,1,0,0,1,2,0.7180519000003187,33.5,9,0.4600000000000001,color,size,orientation,0.26,-11.5,5,female,0
191,1,0,0,1,2,0.5665706999998292,6.5,3,0.42000000000000004,color,size,orientation,0.26,-11.5,5,female,0
192,1,0,1,0,2,1.3680963999995583,-70.0,22,0.26,color,size,orientation,0.26,-11.5,5,female,0
193,1,0,1,0,2,0.4600729000003412,-65.5,21,0.38,color,size,orientation,0.26,-11.5,5,female,0
194,1,0,1,0,2,1.875205299999834,33.5,13,0.4600000000000001,color,size,orientation,0.26,-11.5,5,female,0
195,1,0,0,1,2,1.557169600000634,-25.0,11,0.1,color,size,orientation,0.26,-11.5,5,female,0
196,1,1,1,1,2,1.9331864000005226,2.0,22,0.30000000000000004,color,size,orientation,0.26,-11.5,5,female,0
197,1,0,1,0,2,1.5839695000004212,-74.5,18,0.26,color,size,orientation,0.26,-11.5,5,female,0
198,1,0,0,1,2,1.1598541000003024,-56.5,11,0.22000000000000003,color,size,orientation,0.26,-11.5,5,female,0
199,1,1,1,1,2,0.9833263999998962,33.5,20,0.14,color,size,orientation,0.26,-11.5,5,female,0
200,1,1,0,0,2,1.1336353000006056,-74.5,11,0.3400000000000001,color,size,orientation,0.26,-11.5,5,female,0
201,1,0,1,0,2,1.141612699999314,-79.0,20,0.18000000000000002,color,size,orientation,0.26,-11.5,5,female,0
202,1,1,1,1,2,4.608752299999651,83.0,23,0.1,color,size,orientation,0.26,-11.5,5,female,0
203,1,1,1,1,2,1.2331852999996045,20.0,22,0.14,color,size,orientation,0.26,-11.5,5,female,0
204,1,0,1,0,2,1.3848072000000684,69.5,18,0.30000000000000004,color,size,orientation,0.26,-11.5,5,female,0
205,2,1,3,0,4,1.5158060000003388,-43.0,18,0.26,color,size,orientation,0.26,-11.5,5,female,0
206,1,1,0,0,2,1.3915022999999564,83.0,1,0.18000000000000002,color,size,orientation,0.26,-11.5,5,female,0
207,1,1,1,1,2,0.8587210999994568,69.5,15,0.22000000000000003,color,size,orientation,0.26,-11.5,5,female,0
208,1,0,0,1,2,1.8168338999994376,-11.5,6,0.4600000000000001,color,size,orientation,0.26,-11.5,5,female,0
209,1,1,0,0,2,1.2842282999999952,11.0,5,0.26,color,size,orientation,0.26,-11.5,5,female,0
210,2,2,0,0,4,6.64906289999999,33.5,2,0.1,color,size,orientation,0.26,-11.5,5,female,0
211,2,1,3,0,4,1.0487647999998444,78.5,19,0.4600000000000001,color,size,orientation,0.26,-11.5,5,female,0
212,2,0,1,0,4,13.965583400000469,-20.5,5,0.4600000000000001,color,size,orientation,0.26,-11.5,5,female,0
213,2,2,3,0,4,5.215376300000571,-56.5,19,0.42000000000000004,color,size,orientation,0.26,-11.5,5,female,0
214,2,1,2,0,4,1.4823785999997199,6.5,17,0.18000000000000002,color,size,orientation,0.26,-11.5,5,female,0
215,2,2,1,0,4,43.999709200000325,56.0,5,0.38,color,size,orientation,0.26,-11.5,5,female,0
216,1,1,1,1,2,10.85917900000004,-38.5,13,0.22000000000000003,color,size,orientation,0.26,-11.5,5,female,0
217,1,0,1,0,2,5.682715099999768,-52.0,14,0.38,color,size,orientation,0.26,-11.5,5,female,0
218,1,1,0,0,2,1.5574280999999246,-38.5,8,0.4600000000000001,color,size,orientation,0.26,-11.5,5,female,0
219,1,1,0,0,2,1.3590039000000615,-29.5,1,0.4600000000000001,color,size,orientation,0.26,-11.5,5,female,0
220,1,0,1,0,2,1.7261348000001817,-52.0,19,0.18000000000000002,color,size,orientation,0.26,-11.5,5,female,0
221,1,0,0,1,2,19.85917960000006,47.0,10,0.22000000000000003,color,size,orientation,0.26,-11.5,5,female,0
222,1,1,0,0,2,3.2007824000002074,-56.5,0,0.42000000000000004,color,size,orientation,0.26,-11.5,5,female,0
223,1,0,1,0,2,10.442649499999789,-79.0,15,0.18000000000000002,color,size,orientation,0.26,-11.5,5,female,0
224,3,3,7,0,8,15.3159955000001,38.0,20,0.30000000000000004,color,size,orientation,0.26,-11.5,5,female,0
225,3,0,2,0,8,2.814999000000171,-38.5,11,0.26,color,size,orientation,0.26,-11.5,5,female,0
226,3,1,5,0,8,3.649616299999252,87.5,18,0.22000000000000003,color,size,orientation,0.26,-11.5,5,female,0
227,2,1,0,0,4,24.615023100000144,51.5,10,0.18000000000000002,color,size,orientation,0.26,-11.5,5,female,0
228,1,0,0,1,2,22.725208299999395,-29.5,6,0.4600000000000001,color,size,orientation,0.26,-11.5,5,female,0
229,1,0,0,1,2,3.0170877999998993,-29.5,4,0.1,color,size,orientation,0.26,-11.5,5,female,0
230,1,1,0,0,2,1.9668599999995422,74.0,8,0.38,color,size,orientation,0.26,-11.5,5,female,0
231,1,1,0,0,2,1.543658300000061,11.0,5,0.42000000000000004,color,size,orientation,0.26,-11.5,5,female,0
232,1,1,0,0,2,1.8755934999999226,-70.0,12,0.14,color,size,orientation,0.26,-11.5,5,female,0
233,1,0,1,0,2,0.32514720000017405,42.5,14,0.26,color,size,orientation,0.26,-11.5,5,female,0
234,1,0,0,1,2,0.45930700000008073,11.0,5,0.14,color,size,orientation,0.26,-11.5,5,female,0
235,1,0,0,1,2,3.3005746999997427,11.0,10,0.30000000000000004,color,size,orientation,0.26,-11.5,5,female,0
236,1,0,1,0,2,1.4006032999996023,11.0,13,0.38,color,size,orientation,0.26,-11.5,5,female,0
237,1,0,1,0,2,0.8403612000001885,-34.0,17,0.22000000000000003,color,size,orientation,0.26,-11.5,5,female,0
238,1,1,0,0,2,0.27536309999959485,-20.5,7,0.30000000000000004,color,size,orientation,0.26,-11.5,5,female,0
239,1,1,1,1,2,7.909153300000071,33.5,18,0.42000000000000004,color,size,orientation,0.26,-11.5,5,female,0
240,1,0,0,1,2,1.4505179999996471,-79.0,8,0.38,color,size,orientation,0.26,-11.5,5,female,0
241,1,1,0,0,2,0.3670633000001544,6.5,8,0.26,color,size,orientation,0.26,-11.5,5,female,0
