Trial_number,Chosen_castle,Chosen_location,Correct_location,Accuracy,Number_of_doors,RT,Current_orientation,Current_color,Current_size,First_feature,Second_feature,Third_feature,Participant_size,Participant_orientation,Participant_number,Participant_gender,Early_exit
41,3,0,1,0,8,0.9841992000001483,-11.5,10,0.30000000000000004,color,orientation,size,0.26,-2.5,2,female,0
42,3,3,5,0,8,0.6824337000002743,-7.0,24,0.3400000000000001,color,orientation,size,0.26,-2.5,2,female,0
43,1,0,1,0,2,1.3224731999998767,-20.5,22,0.38,color,orientation,size,0.26,-2.5,2,female,0
44,1,1,1,1,2,1.2931785999999192,-65.5,20,0.4600000000000001,color,orientation,size,0.26,-2.5,2,female,0
45,1,0,1,0,2,1.7661082999998143,15.5,18,0.38,color,orientation,size,0.26,-2.5,2,female,0
46,1,0,1,0,2,1.2572556999998596,29.0,21,0.3400000000000001,color,orientation,size,0.26,-2.5,2,female,0
47,1,1,0,0,2,2.9097179000000324,-20.5,4,0.38,color,orientation,size,0.26,-2.5,2,female,0
48,1,0,1,0,2,0.70840010000029,65.0,19,0.30000000000000004,color,orientation,size,0.26,-2.5,2,female,0
49,1,1,0,0,2,1.2413323000000673,-7.0,5,0.18000000000000002,color,orientation,size,0.26,-2.5,2,female,0
50,1,0,1,0,2,0.8422230999999556,51.5,19,0.22000000000000003,color,orientation,size,0.26,-2.5,2,female,0
51,1,0,0,1,2,1.041162600000007,33.5,2,0.14,color,orientation,size,0.26,-2.5,2,female,0
52,1,0,1,0,2,1.0340663000001769,24.5,21,0.30000000000000004,color,orientation,size,0.26,-2.5,2,female,0
53,1,0,1,0,2,1.8896819000001415,-20.5,24,0.38,color,orientation,size,0.26,-2.5,2,female,0
54,1,0,0,1,2,1.2262071999998625,51.5,2,0.26,color,orientation,size,0.26,-2.5,2,female,0
55,1,1,0,0,2,2.1674137999998493,-20.5,8,0.14,color,orientation,size,0.26,-2.5,2,female,0
56,1,0,1,0,2,0.5927773000003072,56.0,24,0.18000000000000002,color,orientation,size,0.26,-2.5,2,female,0
57,1,1,0,0,2,1.041387400000076,-56.5,5,0.3400000000000001,color,orientation,size,0.26,-2.5,2,female,0
58,1,0,1,0,2,0.8921125000001666,-34.0,14,0.42000000000000004,color,orientation,size,0.26,-2.5,2,female,0
59,1,0,0,1,2,1.7075590999997985,2.0,7,0.14,color,orientation,size,0.26,-2.5,2,female,0
60,1,0,1,0,2,2.1849143999997978,-74.5,18,0.38,color,orientation,size,0.26,-2.5,2,female,0
61,1,0,0,1,2,0.8434703000002628,33.5,3,0.14,color,orientation,size,0.26,-2.5,2,female,0
62,1,1,0,0,2,1.0007462999997188,83.0,2,0.38,color,orientation,size,0.26,-2.5,2,female,0
63,1,0,1,0,2,0.925557900000058,-83.5,24,0.26,color,orientation,size,0.26,-2.5,2,female,0
64,2,1,0,0,4,1.3492089999999735,-56.5,8,0.42000000000000004,color,orientation,size,0.26,-2.5,2,female,0
65,2,0,0,1,4,1.2490898000000925,-20.5,0,0.30000000000000004,color,orientation,size,0.26,-2.5,2,female,0
66,2,1,0,0,4,3.700717199999872,-79.0,0,0.14,color,orientation,size,0.26,-2.5,2,female,0
67,2,0,3,0,4,1.316143000000011,74.0,20,0.14,color,orientation,size,0.26,-2.5,2,female,0
68,2,0,2,0,4,0.8988271999996869,-65.5,15,0.30000000000000004,color,orientation,size,0.26,-2.5,2,female,0
69,2,1,1,1,4,1.032871200000045,24.5,12,0.18000000000000002,color,orientation,size,0.26,-2.5,2,female,0
70,2,0,2,0,4,1.416557400000329,-70.0,23,0.4600000000000001,color,orientation,size,0.26,-2.5,2,female,0
71,2,3,1,0,4,2.7488218000003144,29.0,7,0.3400000000000001,color,orientation,size,0.26,-2.5,2,female,0
72,2,1,1,1,4,0.6645327999999608,69.5,10,0.3400000000000001,color,orientation,size,0.26,-2.5,2,female,0
73,2,2,1,0,4,1.0005402000001595,42.5,8,0.22000000000000003,color,orientation,size,0.26,-2.5,2,female,0
74,2,1,3,0,4,0.8324401999998372,74.0,21,0.42000000000000004,color,orientation,size,0.26,-2.5,2,female,0
75,2,1,1,1,4,2.5644530000004124,74.0,2,0.4600000000000001,color,orientation,size,0.26,-2.5,2,female,0
76,2,3,3,1,4,1.4688347999999678,60.5,15,0.30000000000000004,color,orientation,size,0.26,-2.5,2,female,0
77,2,2,2,1,4,1.88374739999972,-25.0,13,0.26,color,orientation,size,0.26,-2.5,2,female,0
78,2,0,2,0,4,1.4166670999998132,-88.0,21,0.14,color,orientation,size,0.26,-2.5,2,female,0
79,2,1,0,0,4,0.7834505999999237,-74.5,3,0.26,color,orientation,size,0.26,-2.5,2,female,0
80,2,0,3,0,4,0.8659189999998489,56.0,21,0.38,color,orientation,size,0.26,-2.5,2,female,0
81,2,1,1,1,4,0.7156392000001688,78.5,7,0.18000000000000002,color,orientation,size,0.26,-2.5,2,female,0
82,2,2,3,0,4,1.083063300000049,29.0,24,0.4600000000000001,color,orientation,size,0.26,-2.5,2,female,0
83,2,1,0,0,4,0.6160063000002083,-16.0,4,0.1,color,orientation,size,0.26,-2.5,2,female,0
84,2,1,0,0,4,0.5658115999999609,-29.5,11,0.4600000000000001,color,orientation,size,0.26,-2.5,2,female,0
85,2,1,1,1,4,0.7824037000000317,83.0,10,0.14,color,orientation,size,0.26,-2.5,2,female,0
86,2,3,2,0,4,1.1668792000000394,-74.5,21,0.3400000000000001,color,orientation,size,0.26,-2.5,2,female,0
87,2,1,2,0,4,0.8326111999999739,-56.5,24,0.30000000000000004,color,orientation,size,0.26,-2.5,2,female,0
88,2,1,3,0,4,0.8989908999997169,42.5,21,0.4600000000000001,color,orientation,size,0.26,-2.5,2,female,0
89,2,1,1,1,4,0.7829062999999223,15.5,0,0.26,color,orientation,size,0.26,-2.5,2,female,0
90,2,2,3,0,4,0.9832261000001381,33.5,14,0.38,color,orientation,size,0.26,-2.5,2,female,0
91,2,1,3,0,4,0.765727799999695,24.5,13,0.4600000000000001,color,orientation,size,0.26,-2.5,2,female,0
92,2,1,0,0,4,1.4668682999999874,-29.5,12,0.1,color,orientation,size,0.26,-2.5,2,female,0
93,2,1,2,0,4,1.5330963999999767,-7.0,21,0.38,color,orientation,size,0.26,-2.5,2,female,0
94,2,1,2,0,4,1.0814233999999487,-20.5,13,0.4600000000000001,color,orientation,size,0.26,-2.5,2,female,0
95,2,2,2,1,4,1.081717099999878,-70.0,21,0.42000000000000004,color,orientation,size,0.26,-2.5,2,female,0
96,2,3,2,0,4,3.300637800000004,-88.0,13,0.14,color,orientation,size,0.26,-2.5,2,female,0
97,2,2,0,0,4,1.8995971999997892,-83.5,10,0.1,color,orientation,size,0.26,-2.5,2,female,0
98,2,1,2,0,4,0.8664330000001428,-34.0,19,0.14,color,orientation,size,0.26,-2.5,2,female,0
99,2,2,0,0,4,0.7830097000000933,-43.0,5,0.18000000000000002,color,orientation,size,0.26,-2.5,2,female,0
100,1,0,0,1,2,2.1585261999998693,-74.5,3,0.4600000000000001,color,orientation,size,0.26,-2.5,2,female,0
101,1,0,1,0,2,0.7345116999999846,-88.0,14,0.26,color,orientation,size,0.26,-2.5,2,female,0
102,1,0,0,1,2,0.6760354000002735,-38.5,2,0.42000000000000004,color,orientation,size,0.26,-2.5,2,female,0
103,1,1,1,1,2,0.5509744999999384,74.0,15,0.14,color,orientation,size,0.26,-2.5,2,female,0
104,1,1,0,0,2,2.1330705000000307,-16.0,1,0.30000000000000004,color,orientation,size,0.26,-2.5,2,female,0
105,1,0,1,0,2,0.825916899999811,-2.5,19,0.14,color,orientation,size,0.26,-2.5,2,female,0
106,1,1,0,0,2,0.9261334000002535,87.5,5,0.3400000000000001,color,orientation,size,0.26,-2.5,2,female,0
107,1,0,0,1,2,0.6931512999999541,-20.5,12,0.18000000000000002,color,orientation,size,0.26,-2.5,2,female,0
108,1,1,1,1,2,0.7515069999999469,65.0,20,0.4600000000000001,color,orientation,size,0.26,-2.5,2,female,0
109,1,0,0,1,2,0.7671698999997716,47.0,3,0.18000000000000002,color,orientation,size,0.26,-2.5,2,female,0
110,1,1,0,0,2,0.6327362000001813,-2.5,11,0.4600000000000001,color,orientation,size,0.26,-2.5,2,female,0
111,1,0,0,1,2,0.6089953000000605,65.0,3,0.38,color,orientation,size,0.26,-2.5,2,female,0
112,1,1,0,0,2,0.35043569999970714,-25.0,11,0.4600000000000001,color,orientation,size,0.26,-2.5,2,female,0
113,1,0,0,1,2,1.6587686000002577,-52.0,4,0.1,color,orientation,size,0.26,-2.5,2,female,0
114,1,1,0,0,2,0.6831632000003083,20.0,3,0.3400000000000001,color,orientation,size,0.26,-2.5,2,female,0
115,1,0,1,0,2,0.4409860999994635,-11.5,14,0.22000000000000003,color,orientation,size,0.26,-2.5,2,female,0
116,1,0,0,1,2,2.6921230999996624,-79.0,10,0.14,color,orientation,size,0.26,-2.5,2,female,0
117,1,1,0,0,2,1.7673564999995506,2.0,0,0.18000000000000002,color,orientation,size,0.26,-2.5,2,female,0
118,1,0,0,1,2,0.7580901999999696,60.5,9,0.18000000000000002,color,orientation,size,0.26,-2.5,2,female,0
119,1,0,1,0,2,0.5508177000001524,29.0,23,0.3400000000000001,color,orientation,size,0.26,-2.5,2,female,0
120,1,0,1,0,2,0.9914251999998669,-2.5,23,0.4600000000000001,color,orientation,size,0.26,-2.5,2,female,0
121,1,0,1,0,2,1.1264979999996285,15.5,22,0.1,color,orientation,size,0.26,-2.5,2,female,0
122,1,0,1,0,2,0.9239373000000342,-79.0,22,0.38,color,orientation,size,0.26,-2.5,2,female,0
123,1,0,0,1,2,1.292012099999738,42.5,2,0.30000000000000004,color,orientation,size,0.26,-2.5,2,female,0
124,1,0,0,1,2,0.8342909000002692,65.0,2,0.14,color,orientation,size,0.26,-2.5,2,female,0
125,1,1,1,1,2,1.26743660000011,-52.0,15,0.22000000000000003,color,orientation,size,0.26,-2.5,2,female,0
126,1,0,1,0,2,1.0168561999998929,47.0,16,0.22000000000000003,color,orientation,size,0.26,-2.5,2,female,0
127,1,0,0,1,2,1.4076278000002276,-2.5,0,0.4600000000000001,color,orientation,size,0.26,-2.5,2,female,0
128,1,1,0,0,2,1.5342805000000226,60.5,7,0.26,color,orientation,size,0.26,-2.5,2,female,0
129,1,0,0,1,2,1.5252899000006437,-2.5,1,0.42000000000000004,color,orientation,size,0.26,-2.5,2,female,0
130,1,1,1,1,2,2.1175699000004897,33.5,16,0.30000000000000004,color,orientation,size,0.26,-2.5,2,female,0
131,1,0,1,0,2,1.267554399999426,-88.0,16,0.26,color,orientation,size,0.26,-2.5,2,female,0
132,1,0,1,0,2,0.9739225000002989,-56.5,21,0.18000000000000002,color,orientation,size,0.26,-2.5,2,female,0
133,1,0,0,1,2,1.0569584000004397,6.5,11,0.42000000000000004,color,orientation,size,0.26,-2.5,2,female,0
134,1,0,1,0,2,2.033460499999819,83.0,23,0.26,color,orientation,size,0.26,-2.5,2,female,0
135,1,0,1,0,2,1.040591700000732,56.0,23,0.30000000000000004,color,orientation,size,0.26,-2.5,2,female,0
136,1,0,0,1,2,0.8250798999997642,38.0,1,0.30000000000000004,color,orientation,size,0.26,-2.5,2,female,0
137,1,0,0,1,2,1.0334939000003942,83.0,9,0.26,color,orientation,size,0.26,-2.5,2,female,0
138,1,1,1,1,2,1.0500722000006135,-47.5,23,0.18000000000000002,color,orientation,size,0.26,-2.5,2,female,0
139,1,0,0,1,2,1.2506444000000556,69.5,7,0.22000000000000003,color,orientation,size,0.26,-2.5,2,female,0
140,1,1,0,0,2,1.667674000000261,-70.0,3,0.26,color,orientation,size,0.26,-2.5,2,female,0
141,1,0,1,0,2,0.6747138000000632,51.5,24,0.4600000000000001,color,orientation,size,0.26,-2.5,2,female,0
142,1,0,0,1,2,0.8085982000002332,-83.5,5,0.26,color,orientation,size,0.26,-2.5,2,female,0
143,1,1,1,1,2,1.1673915999999736,-11.5,19,0.3400000000000001,color,orientation,size,0.26,-2.5,2,female,0
144,1,0,0,1,2,1.4844135000003007,42.5,6,0.38,color,orientation,size,0.26,-2.5,2,female,0
145,1,0,0,1,2,1.3336534999998548,29.0,3,0.4600000000000001,color,orientation,size,0.26,-2.5,2,female,0
146,1,0,0,1,2,0.7339873000000807,51.5,1,0.3400000000000001,color,orientation,size,0.26,-2.5,2,female,0
147,1,0,0,1,2,3.40130660000068,-7.0,3,0.3400000000000001,color,orientation,size,0.26,-2.5,2,female,0
148,1,0,0,1,2,1.400803200000155,51.5,7,0.30000000000000004,color,orientation,size,0.26,-2.5,2,female,0
149,1,0,1,0,2,3.1170036000003165,87.5,17,0.38,color,orientation,size,0.26,-2.5,2,female,0
150,1,0,0,1,2,0.6916847000002235,24.5,5,0.4600000000000001,color,orientation,size,0.26,-2.5,2,female,0
151,1,1,0,0,2,1.1329286000000138,-16.0,12,0.1,color,orientation,size,0.26,-2.5,2,female,0
152,1,0,0,1,2,0.623584099999789,-38.5,5,0.38,color,orientation,size,0.26,-2.5,2,female,0
153,1,0,0,1,2,0.4499238999997033,47.0,11,0.1,color,orientation,size,0.26,-2.5,2,female,0
154,1,1,1,1,2,1.4006141999998363,-74.5,20,0.18000000000000002,color,orientation,size,0.26,-2.5,2,female,0
155,1,0,0,1,2,0.6842108999999255,11.0,5,0.38,color,orientation,size,0.26,-2.5,2,female,0
156,1,0,1,0,2,0.6678921000002447,47.0,13,0.3400000000000001,color,orientation,size,0.26,-2.5,2,female,0
157,1,0,1,0,2,0.673445599999468,60.5,14,0.4600000000000001,color,orientation,size,0.26,-2.5,2,female,0
158,1,0,0,1,2,1.3420616000003065,-7.0,8,0.42000000000000004,color,orientation,size,0.26,-2.5,2,female,0
159,1,0,0,1,2,0.7672135000002527,83.0,5,0.3400000000000001,color,orientation,size,0.26,-2.5,2,female,0
160,1,0,0,1,2,0.9846268000001146,-20.5,8,0.3400000000000001,color,orientation,size,0.26,-2.5,2,female,0
161,1,0,0,1,2,1.4507229000000734,29.0,8,0.22000000000000003,color,orientation,size,0.26,-2.5,2,female,0
162,1,0,1,0,2,1.817818299999999,15.5,16,0.4600000000000001,color,orientation,size,0.26,-2.5,2,female,0
163,2,1,2,0,4,1.0489488000002893,-7.0,22,0.26,color,orientation,size,0.26,-2.5,2,female,0
164,2,2,2,1,4,0.5485186000005342,-83.5,23,0.38,color,orientation,size,0.26,-2.5,2,female,0
165,2,3,1,0,4,0.9995095000003857,78.5,5,0.14,color,orientation,size,0.26,-2.5,2,female,0
166,2,2,3,0,4,0.5829221000003599,24.5,19,0.14,color,orientation,size,0.26,-2.5,2,female,0
167,2,2,1,0,4,1.8656652999998187,6.5,1,0.3400000000000001,color,orientation,size,0.26,-2.5,2,female,0
168,2,2,1,0,4,0.717533299999559,38.0,10,0.22000000000000003,color,orientation,size,0.26,-2.5,2,female,0
169,2,1,0,0,4,0.5827559999997902,-25.0,3,0.4600000000000001,color,orientation,size,0.26,-2.5,2,female,0
170,2,0,2,0,4,0.9824877000000924,-83.5,17,0.30000000000000004,color,orientation,size,0.26,-2.5,2,female,0
171,2,1,1,1,4,0.932310299999699,83.0,9,0.30000000000000004,color,orientation,size,0.26,-2.5,2,female,0
172,2,2,2,1,4,1.0674273000004177,-16.0,15,0.38,color,orientation,size,0.26,-2.5,2,female,0
173,2,3,3,1,4,1.6007448999998815,60.5,20,0.1,color,orientation,size,0.26,-2.5,2,female,0
174,2,1,1,1,4,1.7336851000000024,47.0,1,0.3400000000000001,color,orientation,size,0.26,-2.5,2,female,0
175,2,2,2,1,4,1.1339689999995244,-56.5,14,0.18000000000000002,color,orientation,size,0.26,-2.5,2,female,0
176,2,3,3,1,4,1.0164920000006532,11.0,13,0.42000000000000004,color,orientation,size,0.26,-2.5,2,female,0
177,2,1,0,0,4,1.5666505999997753,-43.0,3,0.3400000000000001,color,orientation,size,0.26,-2.5,2,female,0
178,2,1,0,0,4,0.59859459999916,-38.5,3,0.4600000000000001,color,orientation,size,0.26,-2.5,2,female,0
179,2,1,1,1,4,1.032808500000101,38.0,1,0.38,color,orientation,size,0.26,-2.5,2,female,0
180,2,2,1,0,4,2.0176738999998634,69.5,8,0.22000000000000003,color,orientation,size,0.26,-2.5,2,female,0
181,2,1,1,1,4,0.6148864999995567,60.5,6,0.42000000000000004,color,orientation,size,0.26,-2.5,2,female,0
182,2,2,2,1,4,1.4163710000002538,-65.5,20,0.38,color,orientation,size,0.26,-2.5,2,female,0
183,2,3,2,0,4,1.3663961000002018,-20.5,19,0.1,color,orientation,size,0.26,-2.5,2,female,0
184,2,1,2,0,4,0.9989852999997311,-34.0,20,0.22000000000000003,color,orientation,size,0.26,-2.5,2,female,0
185,2,1,3,0,4,0.7485256999998455,51.5,23,0.3400000000000001,color,orientation,size,0.26,-2.5,2,female,0
186,2,1,3,0,4,0.9168610000006083,60.5,23,0.38,color,orientation,size,0.26,-2.5,2,female,0
187,2,1,1,1,4,1.0327311999999438,33.5,4,0.42000000000000004,color,orientation,size,0.26,-2.5,2,female,0
188,2,3,2,0,4,1.383998100000099,-88.0,17,0.14,color,orientation,size,0.26,-2.5,2,female,0
189,2,1,1,1,4,0.7823212000002968,83.0,11,0.26,color,orientation,size,0.26,-2.5,2,female,0
190,2,2,2,1,4,0.38327899999967485,-70.0,20,0.26,color,orientation,size,0.26,-2.5,2,female,0
191,2,3,2,0,4,0.5500164999994013,-70.0,15,0.30000000000000004,color,orientation,size,0.26,-2.5,2,female,0
192,2,1,3,0,4,1.1489713000000847,83.0,19,0.38,color,orientation,size,0.26,-2.5,2,female,0
193,2,3,2,0,4,1.8495739999998477,-20.5,19,0.1,color,orientation,size,0.26,-2.5,2,female,0
194,2,0,2,0,4,6.749977800000124,-20.5,22,0.3400000000000001,color,orientation,size,0.26,-2.5,2,female,0
195,2,2,2,1,4,0.9668952000001809,-61.0,22,0.26,color,orientation,size,0.26,-2.5,2,female,0
196,2,3,1,0,4,2.117730699999811,51.5,10,0.26,color,orientation,size,0.26,-2.5,2,female,0
197,2,1,3,0,4,0.8160013000006074,42.5,17,0.4600000000000001,color,orientation,size,0.26,-2.5,2,female,0
198,2,2,0,0,4,1.2500859000001583,-61.0,2,0.14,color,orientation,size,0.26,-2.5,2,female,0
199,2,3,1,0,4,1.7833977999998751,87.5,10,0.14,color,orientation,size,0.26,-2.5,2,female,0
200,2,1,1,1,4,1.0327713999995467,56.0,4,0.30000000000000004,color,orientation,size,0.26,-2.5,2,female,0
201,2,1,3,0,4,1.13339680000081,47.0,16,0.30000000000000004,color,orientation,size,0.26,-2.5,2,female,0
202,2,1,2,0,4,2.0341733999994176,-47.5,23,0.18000000000000002,color,orientation,size,0.26,-2.5,2,female,0
203,2,1,1,1,4,8.333745399999316,29.0,10,0.18000000000000002,color,orientation,size,0.26,-2.5,2,female,0
204,2,2,2,1,4,1.7336091999995915,-34.0,21,0.14,color,orientation,size,0.26,-2.5,2,female,0
205,2,3,2,0,4,1.6172659000003478,-74.5,15,0.26,color,orientation,size,0.26,-2.5,2,female,0
206,2,0,1,0,4,1.3312169999999242,47.0,9,0.1,color,orientation,size,0.26,-2.5,2,female,0
207,2,1,1,1,4,0.7991158000004361,56.0,2,0.42000000000000004,color,orientation,size,0.26,-2.5,2,female,0
208,2,2,2,1,4,0.6836453999994774,-52.0,22,0.42000000000000004,color,orientation,size,0.26,-2.5,2,female,0
209,2,2,2,1,4,0.5182158999996318,-56.5,19,0.30000000000000004,color,orientation,size,0.26,-2.5,2,female,0
210,2,2,2,1,4,1.0668157000000065,-74.5,20,0.4600000000000001,color,orientation,size,0.26,-2.5,2,female,0
211,2,3,1,0,4,2.6339075999994748,24.5,3,0.14,color,orientation,size,0.26,-2.5,2,female,0
212,2,2,0,0,4,2.248796599999878,-56.5,3,0.14,color,orientation,size,0.26,-2.5,2,female,0
213,2,2,0,0,4,3.4653634000005695,-34.0,0,0.22000000000000003,color,orientation,size,0.26,-2.5,2,female,0
214,2,2,0,0,4,2.2661997000004703,-20.5,8,0.1,color,orientation,size,0.26,-2.5,2,female,0
215,2,2,2,1,4,2.0485203999996884,-79.0,19,0.26,color,orientation,size,0.26,-2.5,2,female,0
216,2,1,3,0,4,1.7671550000004572,15.5,18,0.4600000000000001,color,orientation,size,0.26,-2.5,2,female,0
217,2,1,3,0,4,0.8987981999998738,83.0,17,0.30000000000000004,color,orientation,size,0.26,-2.5,2,female,0
218,2,3,1,0,4,1.166874500000631,87.5,2,0.4600000000000001,color,orientation,size,0.26,-2.5,2,female,0
219,2,1,0,0,4,0.9994631999998091,-88.0,2,0.26,color,orientation,size,0.26,-2.5,2,female,0
220,2,1,0,0,4,0.7148059999999532,-34.0,11,0.4600000000000001,color,orientation,size,0.26,-2.5,2,female,0
221,2,0,2,0,4,1.114545999999791,-52.0,22,0.4600000000000001,color,orientation,size,0.26,-2.5,2,female,0
222,2,1,3,0,4,0.7000397000001612,33.5,21,0.30000000000000004,color,orientation,size,0.26,-2.5,2,female,0
223,2,1,3,0,4,0.733393999999862,47.0,17,0.3400000000000001,color,orientation,size,0.26,-2.5,2,female,0
224,2,1,1,1,4,1.964907200000198,33.5,3,0.22000000000000003,color,orientation,size,0.26,-2.5,2,female,0
225,2,2,3,0,4,0.6174098000001322,83.0,21,0.3400000000000001,color,orientation,size,0.26,-2.5,2,female,0
226,2,2,2,1,4,1.2994211000004725,-47.5,21,0.3400000000000001,color,orientation,size,0.26,-2.5,2,female,0
227,2,2,2,1,4,0.9179197000003114,-79.0,22,0.26,color,orientation,size,0.26,-2.5,2,female,0
228,2,3,0,0,4,3.783756099999664,-25.0,3,0.3400000000000001,color,orientation,size,0.26,-2.5,2,female,0
229,2,1,1,1,4,2.3173274999999194,29.0,2,0.14,color,orientation,size,0.26,-2.5,2,female,0
230,2,2,0,0,4,1.184005399999478,-29.5,12,0.18000000000000002,color,orientation,size,0.26,-2.5,2,female,0
231,2,1,1,1,4,0.7651723000008133,33.5,3,0.38,color,orientation,size,0.26,-2.5,2,female,0
232,2,1,1,1,4,4.150334599999951,60.5,11,0.26,color,orientation,size,0.26,-2.5,2,female,0
233,2,1,3,0,4,0.6838103999998566,56.0,19,0.22000000000000003,color,orientation,size,0.26,-2.5,2,female,0
234,2,1,3,0,4,1.5647558000000572,47.0,22,0.3400000000000001,color,orientation,size,0.26,-2.5,2,female,0
235,2,1,1,1,4,0.8335398999997778,33.5,5,0.3400000000000001,color,orientation,size,0.26,-2.5,2,female,0
236,2,1,1,1,4,1.2672059000005902,42.5,4,0.1,color,orientation,size,0.26,-2.5,2,female,0
237,2,1,3,0,4,0.4332821999996668,38.0,18,0.14,color,orientation,size,0.26,-2.5,2,female,0
238,1,0,1,0,2,1.0416824000003544,11.0,21,0.42000000000000004,color,orientation,size,0.26,-2.5,2,female,0
239,2,2,2,1,4,3.8495169999996506,-20.5,15,0.26,color,orientation,size,0.26,-2.5,2,female,0
240,2,2,0,0,4,2.08308980000038,-38.5,9,0.1,color,orientation,size,0.26,-2.5,2,female,0
