Trial_number,Chosen_castle,Chosen_location,Correct_location,Accuracy,Number_of_doors,RT,Current_orientation,Current_color,Current_size,First_feature,Second_feature,Third_feature,Participant_size,Participant_orientation,Participant_number,Participant_gender,Early_exit
44,1,0,0,1,2,2.206724000000577,-7.0,21,0.1,size,color,orientation,0.38,-16.0,9,female,0
45,1,0,0,1,2,0.9162901999998212,-74.5,0,0.26,size,color,orientation,0.38,-16.0,9,female,0
46,1,0,0,1,2,0.5507552999997642,-61.0,17,0.14,size,color,orientation,0.38,-16.0,9,female,0
47,1,0,1,0,2,0.7334800999997242,-79.0,12,0.42000000000000004,size,color,orientation,0.38,-16.0,9,female,0
48,1,0,1,0,2,0.7745693000006213,-29.5,15,0.4600000000000001,size,color,orientation,0.38,-16.0,9,female,0
49,1,0,1,0,2,3.573289400000249,-70.0,13,0.38,size,color,orientation,0.38,-16.0,9,female,0
50,1,1,0,0,2,3.0900127999993856,24.5,13,0.1,size,color,orientation,0.38,-16.0,9,female,0
51,1,0,0,1,2,0.7073155999996743,33.5,19,0.14,size,color,orientation,0.38,-16.0,9,female,0
52,1,0,0,1,2,0.9503537000000506,78.5,6,0.14,size,color,orientation,0.38,-16.0,9,female,0
53,1,0,0,1,2,1.1660848000001351,2.0,15,0.30000000000000004,size,color,orientation,0.38,-16.0,9,female,0
54,1,1,0,0,2,1.0335239999994883,-79.0,2,0.26,size,color,orientation,0.38,-16.0,9,female,0
55,1,0,0,1,2,0.9582963000002565,38.0,24,0.22000000000000003,size,color,orientation,0.38,-16.0,9,female,0
56,1,0,1,0,2,0.7004984999994122,33.5,19,0.42000000000000004,size,color,orientation,0.38,-16.0,9,female,0
57,1,0,0,1,2,0.8240651000005528,42.5,24,0.1,size,color,orientation,0.38,-16.0,9,female,0
58,1,0,1,0,2,2.417767500000082,74.0,10,0.4600000000000001,size,color,orientation,0.38,-16.0,9,female,0
59,1,1,1,1,2,1.725645099999383,-2.5,21,0.38,size,color,orientation,0.38,-16.0,9,female,0
60,1,1,0,0,2,1.9658494000004794,-61.0,6,0.26,size,color,orientation,0.38,-16.0,9,female,0
61,1,0,1,0,2,1.290936800000054,-79.0,24,0.38,size,color,orientation,0.38,-16.0,9,female,0
62,1,0,1,0,2,1.2569621999991796,56.0,22,0.38,size,color,orientation,0.38,-16.0,9,female,0
63,1,0,0,1,2,1.892302400000517,74.0,10,0.1,size,color,orientation,0.38,-16.0,9,female,0
64,1,0,1,0,2,0.9173998999995092,29.0,12,0.42000000000000004,size,color,orientation,0.38,-16.0,9,female,0
65,1,0,0,1,2,1.0733460000001287,6.5,19,0.26,size,color,orientation,0.38,-16.0,9,female,0
66,1,1,0,0,2,2.682866699999977,2.0,11,0.1,size,color,orientation,0.38,-16.0,9,female,0
67,1,1,0,0,2,1.1424578999994992,-43.0,19,0.18000000000000002,size,color,orientation,0.38,-16.0,9,female,0
68,1,0,1,0,2,0.8236627999995108,-34.0,18,0.42000000000000004,size,color,orientation,0.38,-16.0,9,female,0
69,1,0,1,0,2,1.8075928999996904,-79.0,0,0.38,size,color,orientation,0.38,-16.0,9,female,0
70,1,1,0,0,2,2.191846399999122,-74.5,16,0.14,size,color,orientation,0.38,-16.0,9,female,0
71,1,1,0,0,2,4.491789099999551,69.5,20,0.26,size,color,orientation,0.38,-16.0,9,female,0
72,1,0,1,0,2,0.9583238000004712,6.5,19,0.4600000000000001,size,color,orientation,0.38,-16.0,9,female,0
73,1,0,0,1,2,2.423786499999551,-29.5,17,0.3400000000000001,size,color,orientation,0.38,-16.0,9,female,0
74,1,0,0,1,2,2.667446999999811,29.0,0,0.30000000000000004,size,color,orientation,0.38,-16.0,9,female,0
75,1,0,0,1,2,1.3171041000005062,-43.0,6,0.22000000000000003,size,color,orientation,0.38,-16.0,9,female,0
76,1,1,1,1,2,3.8506664999995337,20.0,5,0.42000000000000004,size,color,orientation,0.38,-16.0,9,female,0
77,1,1,1,1,2,1.0997489999999743,60.5,6,0.42000000000000004,size,color,orientation,0.38,-16.0,9,female,0
78,1,1,1,1,2,0.9835890000003928,6.5,7,0.42000000000000004,size,color,orientation,0.38,-16.0,9,female,0
79,1,0,1,0,2,2.1665750000001935,-47.5,4,0.38,size,color,orientation,0.38,-16.0,9,female,0
80,1,0,1,0,2,4.624864300000809,-25.0,13,0.38,size,color,orientation,0.38,-16.0,9,female,0
81,1,0,0,1,2,1.3406659000002037,78.5,9,0.26,size,color,orientation,0.38,-16.0,9,female,0
82,1,1,0,0,2,1.2504765999992742,-74.5,3,0.14,size,color,orientation,0.38,-16.0,9,female,0
83,1,0,0,1,2,0.7238263999997798,65.0,23,0.26,size,color,orientation,0.38,-16.0,9,female,0
84,1,1,1,1,2,1.9006318000001556,-83.5,7,0.42000000000000004,size,color,orientation,0.38,-16.0,9,female,0
85,1,1,0,0,2,1.3003691000003528,-47.5,16,0.3400000000000001,size,color,orientation,0.38,-16.0,9,female,0
86,1,0,0,1,2,1.7243687999998656,-43.0,3,0.22000000000000003,size,color,orientation,0.38,-16.0,9,female,0
87,1,1,0,0,2,2.6500490999997055,6.5,14,0.14,size,color,orientation,0.38,-16.0,9,female,0
88,1,1,0,0,2,1.5737026000006153,-83.5,13,0.30000000000000004,size,color,orientation,0.38,-16.0,9,female,0
89,1,0,1,0,2,1.0413699999999153,20.0,15,0.38,size,color,orientation,0.38,-16.0,9,female,0
90,1,1,0,0,2,0.8084566999996241,20.0,21,0.30000000000000004,size,color,orientation,0.38,-16.0,9,female,0
91,1,0,0,1,2,2.525269499999922,74.0,12,0.22000000000000003,size,color,orientation,0.38,-16.0,9,female,0
92,1,1,1,1,2,1.8177366999998412,-34.0,15,0.4600000000000001,size,color,orientation,0.38,-16.0,9,female,0
93,1,1,0,0,2,1.06641320000017,-16.0,17,0.30000000000000004,size,color,orientation,0.38,-16.0,9,female,0
94,1,0,0,1,2,2.209835800000292,-43.0,16,0.14,size,color,orientation,0.38,-16.0,9,female,0
95,1,1,1,1,2,2.6838899999993373,65.0,24,0.4600000000000001,size,color,orientation,0.38,-16.0,9,female,0
96,1,1,1,1,2,2.100515500000256,-43.0,0,0.4600000000000001,size,color,orientation,0.38,-16.0,9,female,0
97,1,1,1,1,2,2.18312750000041,33.5,4,0.42000000000000004,size,color,orientation,0.38,-16.0,9,female,0
98,1,0,0,1,2,1.6161062999999558,33.5,14,0.1,size,color,orientation,0.38,-16.0,9,female,0
99,1,1,0,0,2,1.4498353999997562,87.5,17,0.3400000000000001,size,color,orientation,0.38,-16.0,9,female,0
100,1,0,1,0,2,1.4913830999994389,65.0,11,0.4600000000000001,size,color,orientation,0.38,-16.0,9,female,0
101,1,0,0,1,2,1.5739064999997936,20.0,7,0.30000000000000004,size,color,orientation,0.38,-16.0,9,female,0
102,1,1,0,0,2,2.8507018000000244,-34.0,18,0.22000000000000003,size,color,orientation,0.38,-16.0,9,female,0
103,1,0,0,1,2,1.0242545999999493,87.5,17,0.26,size,color,orientation,0.38,-16.0,9,female,0
104,1,0,0,1,2,2.400280500000008,-7.0,10,0.1,size,color,orientation,0.38,-16.0,9,female,0
105,1,0,0,1,2,1.1502431999997498,-25.0,15,0.18000000000000002,size,color,orientation,0.38,-16.0,9,female,0
106,1,1,0,0,2,2.4332836000003226,65.0,20,0.26,size,color,orientation,0.38,-16.0,9,female,0
107,1,0,0,1,2,1.308410499999809,-38.5,0,0.18000000000000002,size,color,orientation,0.38,-16.0,9,female,0
108,1,1,0,0,2,3.7155337999993208,78.5,21,0.1,size,color,orientation,0.38,-16.0,9,female,0
109,1,0,0,1,2,2.624583700000585,65.0,5,0.22000000000000003,size,color,orientation,0.38,-16.0,9,female,0
110,1,1,1,1,2,2.467584699999861,-43.0,6,0.4600000000000001,size,color,orientation,0.38,-16.0,9,female,0
111,1,1,0,0,2,2.3663814999999886,-25.0,17,0.1,size,color,orientation,0.38,-16.0,9,female,0
112,1,0,0,1,2,1.8248322999997981,-56.5,4,0.18000000000000002,size,color,orientation,0.38,-16.0,9,female,0
113,1,0,0,1,2,2.5674675999998726,47.0,12,0.14,size,color,orientation,0.38,-16.0,9,female,0
114,1,0,1,0,2,3.3668572999995376,24.5,20,0.38,size,color,orientation,0.38,-16.0,9,female,0
115,1,0,0,1,2,1.6916940000000977,-11.5,17,0.1,size,color,orientation,0.38,-16.0,9,female,0
116,1,1,1,1,2,2.1175976000004084,87.5,2,0.38,size,color,orientation,0.38,-16.0,9,female,0
117,1,0,0,1,2,3.083545299999969,69.5,10,0.1,size,color,orientation,0.38,-16.0,9,female,0
118,1,1,0,0,2,1.9174715999997716,-11.5,1,0.3400000000000001,size,color,orientation,0.38,-16.0,9,female,0
119,1,0,0,1,2,1.2072730999998385,83.0,15,0.1,size,color,orientation,0.38,-16.0,9,female,0
120,1,0,0,1,2,1.4516450999999506,87.5,17,0.18000000000000002,size,color,orientation,0.38,-16.0,9,female,0
121,1,1,1,1,2,1.749573699999928,24.5,22,0.42000000000000004,size,color,orientation,0.38,-16.0,9,female,0
122,1,0,0,1,2,1.3836649999993824,-43.0,21,0.26,size,color,orientation,0.38,-16.0,9,female,0
123,1,0,0,1,2,1.2838312999992922,-74.5,22,0.3400000000000001,size,color,orientation,0.38,-16.0,9,female,0
124,1,1,0,0,2,1.3501915000006193,51.5,4,0.14,size,color,orientation,0.38,-16.0,9,female,0
125,1,0,0,1,2,6.07551919999969,51.5,2,0.3400000000000001,size,color,orientation,0.38,-16.0,9,female,0
126,1,0,1,0,2,1.567149900000004,-34.0,19,0.38,size,color,orientation,0.38,-16.0,9,female,0
127,1,0,1,0,2,1.10882010000023,-47.5,14,0.38,size,color,orientation,0.38,-16.0,9,female,0
128,1,0,1,0,2,1.4083681000001889,20.0,8,0.4600000000000001,size,color,orientation,0.38,-16.0,9,female,0
129,1,1,1,1,2,1.657674500000212,38.0,1,0.4600000000000001,size,color,orientation,0.38,-16.0,9,female,0
130,1,1,0,0,2,1.0830818999993426,56.0,10,0.30000000000000004,size,color,orientation,0.38,-16.0,9,female,0
131,1,1,1,1,2,1.0254493000002185,-2.5,1,0.4600000000000001,size,color,orientation,0.38,-16.0,9,female,0
132,1,0,1,0,2,0.9998786999994991,-83.5,5,0.38,size,color,orientation,0.38,-16.0,9,female,0
133,1,0,0,1,2,1.4258487000006426,33.5,9,0.14,size,color,orientation,0.38,-16.0,9,female,0
134,1,1,0,0,2,1.2495032999995601,-74.5,9,0.26,size,color,orientation,0.38,-16.0,9,female,0
135,1,0,0,1,2,1.3914282000005187,51.5,17,0.26,size,color,orientation,0.38,-16.0,9,female,0
136,1,0,0,1,2,1.5842625000004773,-79.0,22,0.30000000000000004,size,color,orientation,0.38,-16.0,9,female,0
137,1,0,0,1,2,3.5487528000003294,74.0,15,0.14,size,color,orientation,0.38,-16.0,9,female,0
138,1,1,1,1,2,2.0169926999997188,51.5,3,0.38,size,color,orientation,0.38,-16.0,9,female,0
139,1,1,1,1,2,1.4837917999993806,78.5,22,0.4600000000000001,size,color,orientation,0.38,-16.0,9,female,0
140,1,1,1,1,2,1.000430299999607,65.0,9,0.4600000000000001,size,color,orientation,0.38,-16.0,9,female,0
141,1,0,0,1,2,1.5846776999997019,-52.0,6,0.30000000000000004,size,color,orientation,0.38,-16.0,9,female,0
142,1,0,0,1,2,0.6491474000004018,24.5,0,0.14,size,color,orientation,0.38,-16.0,9,female,0
143,1,1,0,0,2,2.167390499999783,87.5,8,0.26,size,color,orientation,0.38,-16.0,9,female,0
144,1,0,0,1,2,1.1083380000000034,-70.0,18,0.30000000000000004,size,color,orientation,0.38,-16.0,9,female,0
145,1,0,0,1,2,1.133310999999594,-56.5,0,0.18000000000000002,size,color,orientation,0.38,-16.0,9,female,0
146,1,0,0,1,2,0.833408600000439,29.0,10,0.14,size,color,orientation,0.38,-16.0,9,female,0
147,1,0,0,1,2,0.8168864999997822,83.0,17,0.1,size,color,orientation,0.38,-16.0,9,female,0
148,1,1,0,0,2,0.9992190000002665,33.5,6,0.26,size,color,orientation,0.38,-16.0,9,female,0
149,1,0,0,1,2,1.8089131999995516,74.0,0,0.30000000000000004,size,color,orientation,0.38,-16.0,9,female,0
150,1,0,0,1,2,0.7170104000006177,51.5,9,0.14,size,color,orientation,0.38,-16.0,9,female,0
151,1,0,1,0,2,0.8165254999994431,24.5,10,0.38,size,color,orientation,0.38,-16.0,9,female,0
152,1,0,0,1,2,1.7420326999999816,15.5,23,0.18000000000000002,size,color,orientation,0.38,-16.0,9,female,0
153,1,0,0,1,2,0.5835833999999522,20.0,7,0.14,size,color,orientation,0.38,-16.0,9,female,0
154,1,1,0,0,2,1.550202100000206,-65.5,0,0.1,size,color,orientation,0.38,-16.0,9,female,0
155,1,0,0,1,2,1.7586092000001372,60.5,22,0.22000000000000003,size,color,orientation,0.38,-16.0,9,female,0
156,1,1,0,0,2,1.850303399999575,-70.0,23,0.3400000000000001,size,color,orientation,0.38,-16.0,9,female,0
157,1,0,0,1,2,0.9425014999997074,-34.0,18,0.18000000000000002,size,color,orientation,0.38,-16.0,9,female,0
158,1,0,0,1,2,1.5007187000001068,-11.5,23,0.1,size,color,orientation,0.38,-16.0,9,female,0
159,1,1,0,0,2,3.600629200000185,-56.5,3,0.3400000000000001,size,color,orientation,0.38,-16.0,9,female,0
160,1,0,0,1,2,1.2254026999999041,-56.5,20,0.18000000000000002,size,color,orientation,0.38,-16.0,9,female,0
161,1,0,1,0,2,0.6839192999996158,-7.0,6,0.4600000000000001,size,color,orientation,0.38,-16.0,9,female,0
162,1,0,0,1,2,1.108462000000145,-61.0,3,0.22000000000000003,size,color,orientation,0.38,-16.0,9,female,0
163,1,0,0,1,2,1.134292099999584,-29.5,3,0.3400000000000001,size,color,orientation,0.38,-16.0,9,female,0
164,1,0,0,1,2,2.1834430999997494,33.5,22,0.26,size,color,orientation,0.38,-16.0,9,female,0
165,1,0,0,1,2,0.9658423000000766,-34.0,10,0.18000000000000002,size,color,orientation,0.38,-16.0,9,female,0
166,1,1,1,1,2,1.5502394000004642,-20.5,7,0.4600000000000001,size,color,orientation,0.38,-16.0,9,female,0
167,1,0,0,1,2,1.8506555000003573,87.5,3,0.26,size,color,orientation,0.38,-16.0,9,female,0
168,1,1,0,0,2,2.9677762999999686,-2.5,20,0.30000000000000004,size,color,orientation,0.38,-16.0,9,female,0
169,1,0,1,0,2,0.9909825000004275,83.0,7,0.38,size,color,orientation,0.38,-16.0,9,female,0
170,1,0,0,1,2,1.4738447999998243,56.0,22,0.14,size,color,orientation,0.38,-16.0,9,female,0
171,1,0,0,1,2,1.2162379999999757,-61.0,5,0.26,size,color,orientation,0.38,-16.0,9,female,0
172,1,0,1,0,2,0.5997326000006069,56.0,17,0.38,size,color,orientation,0.38,-16.0,9,female,0
173,1,0,0,1,2,1.2068985000005341,-43.0,17,0.1,size,color,orientation,0.38,-16.0,9,female,0
174,1,0,0,1,2,0.7001792999999452,-79.0,5,0.1,size,color,orientation,0.38,-16.0,9,female,0
175,1,1,0,0,2,2.3503818999997748,-61.0,20,0.26,size,color,orientation,0.38,-16.0,9,female,0
176,1,0,0,1,2,1.7060387999999875,-56.5,11,0.3400000000000001,size,color,orientation,0.38,-16.0,9,female,0
177,1,1,0,0,2,1.4504008000003523,29.0,11,0.30000000000000004,size,color,orientation,0.38,-16.0,9,female,0
178,1,0,0,1,2,1.7225171000000046,60.5,24,0.22000000000000003,size,color,orientation,0.38,-16.0,9,female,0
179,1,0,0,1,2,2.333738899999844,-61.0,8,0.18000000000000002,size,color,orientation,0.38,-16.0,9,female,0
180,1,0,0,1,2,1.6334429999997155,65.0,21,0.22000000000000003,size,color,orientation,0.38,-16.0,9,female,0
181,1,0,1,0,2,1.634185300000354,-70.0,19,0.4600000000000001,size,color,orientation,0.38,-16.0,9,female,0
182,1,0,0,1,2,0.7542393000003358,-7.0,5,0.14,size,color,orientation,0.38,-16.0,9,female,0
183,1,0,1,0,2,1.7837064999994254,-74.5,16,0.42000000000000004,size,color,orientation,0.38,-16.0,9,female,0
184,1,0,1,0,2,1.1723602000001847,15.5,2,0.42000000000000004,size,color,orientation,0.38,-16.0,9,female,0
185,1,0,0,1,2,0.7909227000000101,-65.5,3,0.1,size,color,orientation,0.38,-16.0,9,female,0
186,1,0,0,1,2,2.2338199999994686,-2.5,10,0.18000000000000002,size,color,orientation,0.38,-16.0,9,female,0
187,1,1,1,1,2,1.7337023000000045,-29.5,22,0.38,size,color,orientation,0.38,-16.0,9,female,0
188,1,1,0,0,2,2.1006251999997403,6.5,6,0.30000000000000004,size,color,orientation,0.38,-16.0,9,female,0
189,1,0,1,0,2,0.8566374000001815,47.0,9,0.38,size,color,orientation,0.38,-16.0,9,female,0
190,1,0,0,1,2,1.7393935999998575,-16.0,12,0.30000000000000004,size,color,orientation,0.38,-16.0,9,female,0
191,1,0,0,1,2,0.7496861999998146,-25.0,3,0.18000000000000002,size,color,orientation,0.38,-16.0,9,female,0
192,1,0,0,1,2,1.051322600000276,-52.0,22,0.22000000000000003,size,color,orientation,0.38,-16.0,9,female,0
193,1,1,0,0,2,1.067059899999549,74.0,16,0.22000000000000003,size,color,orientation,0.38,-16.0,9,female,0
194,1,0,0,1,2,1.0222530999999435,-56.5,4,0.22000000000000003,size,color,orientation,0.38,-16.0,9,female,0
195,1,0,0,1,2,0.7336528999994698,83.0,18,0.18000000000000002,size,color,orientation,0.38,-16.0,9,female,0
196,1,0,1,0,2,0.5997035000000324,-16.0,11,0.4600000000000001,size,color,orientation,0.38,-16.0,9,female,0
197,1,0,0,1,2,0.6396619000006467,-43.0,2,0.14,size,color,orientation,0.38,-16.0,9,female,0
198,1,0,0,1,2,0.5328628999995999,-79.0,15,0.22000000000000003,size,color,orientation,0.38,-16.0,9,female,0
199,1,1,1,1,2,2.10076669999944,51.5,13,0.4600000000000001,size,color,orientation,0.38,-16.0,9,female,0
200,1,0,1,0,2,1.9672557000003508,-88.0,10,0.38,size,color,orientation,0.38,-16.0,9,female,0
201,2,1,1,1,4,1.966147500000261,-65.5,19,0.30000000000000004,size,color,orientation,0.38,-16.0,9,female,0
202,2,2,0,0,4,2.6171525999998266,38.0,3,0.1,size,color,orientation,0.38,-16.0,9,female,0
203,2,2,1,0,4,2.1826773000002504,-2.5,20,0.1,size,color,orientation,0.38,-16.0,9,female,0
204,1,0,0,1,2,2.7565823000004457,6.5,19,0.26,size,color,orientation,0.38,-16.0,9,female,0
205,1,1,0,0,2,3.3019335999997566,-25.0,16,0.3400000000000001,size,color,orientation,0.38,-16.0,9,female,0
206,2,0,1,0,4,2.0161752000003617,-52.0,17,0.22000000000000003,size,color,orientation,0.38,-16.0,9,female,0
207,2,2,3,0,4,1.9157371000001149,74.0,15,0.38,size,color,orientation,0.38,-16.0,9,female,0
208,2,2,2,1,4,1.48382649999985,42.5,11,0.38,size,color,orientation,0.38,-16.0,9,female,0
209,2,1,1,1,4,1.1498909000001731,-74.5,23,0.1,size,color,orientation,0.38,-16.0,9,female,0
210,2,0,0,1,4,2.2345406000004004,-83.5,10,0.14,size,color,orientation,0.38,-16.0,9,female,0
211,2,2,2,1,4,1.5335350000004837,87.5,11,0.4600000000000001,size,color,orientation,0.38,-16.0,9,female,0
212,2,1,1,1,4,1.233167799999137,-16.0,22,0.1,size,color,orientation,0.38,-16.0,9,female,0
213,2,3,3,1,4,1.2343920000002981,78.5,17,0.42000000000000004,size,color,orientation,0.38,-16.0,9,female,0
214,2,3,3,1,4,1.8992288000008557,15.5,22,0.38,size,color,orientation,0.38,-16.0,9,female,0
215,2,3,1,0,4,3.033648299999186,-11.5,17,0.18000000000000002,size,color,orientation,0.38,-16.0,9,female,0
216,1,0,0,1,2,0.9565886000000319,-43.0,24,0.26,size,color,orientation,0.38,-16.0,9,female,0
217,1,0,1,0,2,0.6507151999994676,24.5,19,0.4600000000000001,size,color,orientation,0.38,-16.0,9,female,0
218,1,1,0,0,2,1.8883488999999827,65.0,6,0.22000000000000003,size,color,orientation,0.38,-16.0,9,female,0
219,1,0,0,1,2,1.423874699999942,47.0,16,0.30000000000000004,size,color,orientation,0.38,-16.0,9,female,0
220,1,0,0,1,2,0.9333091999997123,65.0,18,0.26,size,color,orientation,0.38,-16.0,9,female,0
221,1,1,1,1,2,1.4825343000011344,-83.5,4,0.42000000000000004,size,color,orientation,0.38,-16.0,9,female,0
222,1,0,0,1,2,1.1841119999990042,38.0,5,0.30000000000000004,size,color,orientation,0.38,-16.0,9,female,0
223,1,1,1,1,2,1.2841200000002573,-70.0,13,0.4600000000000001,size,color,orientation,0.38,-16.0,9,female,0
224,1,0,0,1,2,1.3167991999998776,-65.5,8,0.30000000000000004,size,color,orientation,0.38,-16.0,9,female,0
225,1,1,1,1,2,2.400164800001221,51.5,21,0.42000000000000004,size,color,orientation,0.38,-16.0,9,female,0
226,1,1,1,1,2,1.034080699999322,11.0,16,0.38,size,color,orientation,0.38,-16.0,9,female,0
227,1,0,0,1,2,0.8999198000001343,6.5,12,0.18000000000000002,size,color,orientation,0.38,-16.0,9,female,0
228,1,1,0,0,2,1.0495991000007052,33.5,18,0.3400000000000001,size,color,orientation,0.38,-16.0,9,female,0
229,1,1,1,1,2,1.4066827000006015,-2.5,6,0.42000000000000004,size,color,orientation,0.38,-16.0,9,female,0
230,1,0,0,1,2,1.0834295000004204,-56.5,14,0.18000000000000002,size,color,orientation,0.38,-16.0,9,female,0
231,1,1,1,1,2,0.8500554000002012,-2.5,9,0.4600000000000001,size,color,orientation,0.38,-16.0,9,female,0
232,1,0,0,1,2,1.01687210000091,69.5,17,0.14,size,color,orientation,0.38,-16.0,9,female,0
233,1,0,0,1,2,1.0665619000010338,-16.0,14,0.30000000000000004,size,color,orientation,0.38,-16.0,9,female,0
234,1,0,0,1,2,4.7822321000003285,56.0,15,0.3400000000000001,size,color,orientation,0.38,-16.0,9,female,0
235,1,1,1,1,2,0.9671099999995931,11.0,5,0.4600000000000001,size,color,orientation,0.38,-16.0,9,female,0
236,1,0,0,1,2,1.3834506000002875,-20.5,18,0.22000000000000003,size,color,orientation,0.38,-16.0,9,female,0
237,1,1,1,1,2,1.1505709000011848,33.5,13,0.42000000000000004,size,color,orientation,0.38,-16.0,9,female,0
238,1,0,1,0,2,1.8503645999990113,-16.0,23,0.38,size,color,orientation,0.38,-16.0,9,female,0
239,1,0,0,1,2,0.9090180000002874,6.5,3,0.1,size,color,orientation,0.38,-16.0,9,female,0
240,1,1,1,1,2,0.8506507000001875,15.5,12,0.4600000000000001,size,color,orientation,0.38,-16.0,9,female,0
