Trial_number,Chosen_castle,Chosen_location,Correct_location,Accuracy,Number_of_doors,RT,Current_orientation,Current_color,Current_size,First_feature,Second_feature,Third_feature,Participant_size,Participant_orientation,Participant_number,Participant_gender,Early_exit,Training_time,Meta_trial,Participant_age
1,3,5,0,0,8,5.765960100000484,-65.5,6,0.1,color,orientation,size,0.22000000000000003,15.5,10,female,0,2707.0406706000003,1,23
2,3,3,3,1,8,3.297941599999831,78.5,0,0.22000000000000003,color,orientation,size,0.22000000000000003,15.5,10,female,0,2707.0406706000003,1,23
3,3,3,7,0,8,2.2001682000000073,78.5,14,0.30000000000000004,color,orientation,size,0.22000000000000003,15.5,10,female,0,2707.0406706000003,0,23
4,3,0,4,0,8,1.0993521000000328,-38.5,17,0.14,color,orientation,size,0.22000000000000003,15.5,10,female,0,2707.0406706000003,1,23
5,3,3,7,0,8,3.133198900000025,74.0,13,0.22000000000000003,color,orientation,size,0.22000000000000003,15.5,10,female,0,2707.0406706000003,1,23
6,2,1,2,0,4,4.5320222999998805,-38.5,20,0.14,color,orientation,size,0.22000000000000003,15.5,10,female,0,2707.0406706000003,1,23
7,1,0,0,1,2,1.5750457000003735,-20.5,8,0.38,color,orientation,size,0.22000000000000003,15.5,10,female,0,2707.0406706000003,1,23
8,1,1,1,1,2,1.4343625999999858,11.0,15,0.22000000000000003,color,orientation,size,0.22000000000000003,15.5,10,female,0,2707.0406706000003,0,23
9,1,0,0,1,2,2.7175790000001143,83.0,0,0.22000000000000003,color,orientation,size,0.22000000000000003,15.5,10,female,0,2707.0406706000003,0,23
10,1,0,1,0,2,3.2000608999996984,6.5,16,0.42000000000000004,color,orientation,size,0.22000000000000003,15.5,10,female,0,2707.0406706000003,0,23
11,1,0,1,0,2,2.1418314000002283,24.5,23,0.38,color,orientation,size,0.22000000000000003,15.5,10,female,0,2707.0406706000003,1,23
12,1,0,1,0,2,1.7595254999996541,60.5,15,0.30000000000000004,color,orientation,size,0.22000000000000003,15.5,10,female,0,2707.0406706000003,1,23
13,1,0,1,0,2,3.5592086999995445,-7.0,13,0.18000000000000002,color,orientation,size,0.22000000000000003,15.5,10,female,0,2707.0406706000003,1,23
14,1,0,0,1,2,1.207357199999933,38.0,8,0.22000000000000003,color,orientation,size,0.22000000000000003,15.5,10,female,0,2707.0406706000003,1,23
15,1,1,1,1,2,1.1173231999991913,-38.5,15,0.4600000000000001,color,orientation,size,0.22000000000000003,15.5,10,female,0,2707.0406706000003,0,23
16,1,1,1,1,2,2.4503905999999915,74.0,17,0.3400000000000001,color,orientation,size,0.22000000000000003,15.5,10,female,0,2707.0406706000003,0,23
17,1,1,1,1,2,1.06659369999943,-52.0,14,0.38,color,orientation,size,0.22000000000000003,15.5,10,female,0,2707.0406706000003,0,23
18,1,0,0,1,2,1.4339959999997518,87.5,8,0.1,color,orientation,size,0.22000000000000003,15.5,10,female,0,2707.0406706000003,0,23
19,1,0,0,1,2,0.850401900000179,78.5,8,0.22000000000000003,color,orientation,size,0.22000000000000003,15.5,10,female,0,2707.0406706000003,0,23
20,1,0,0,1,2,1.1508217000000514,33.5,1,0.3400000000000001,color,orientation,size,0.22000000000000003,15.5,10,female,0,2707.0406706000003,0,23
21,1,0,0,1,2,1.4995060000001104,24.5,1,0.18000000000000002,color,orientation,size,0.22000000000000003,15.5,10,female,0,2707.0406706000003,0,23
22,1,1,1,1,2,0.9172568000003594,-20.5,16,0.4600000000000001,color,orientation,size,0.22000000000000003,15.5,10,female,0,2707.0406706000003,0,23
23,1,0,0,1,2,1.334237399999438,20.0,6,0.14,color,orientation,size,0.22000000000000003,15.5,10,female,0,2707.0406706000003,0,23
24,2,1,0,0,4,6.499037700000372,-43.0,7,0.3400000000000001,color,orientation,size,0.22000000000000003,15.5,10,female,0,2707.0406706000003,1,23
25,2,0,0,1,4,1.5482143999997788,-38.5,3,0.3400000000000001,color,orientation,size,0.22000000000000003,15.5,10,female,0,2707.0406706000003,1,23
