Trial_number,Chosen_castle,Chosen_location,Correct_location,Accuracy,Number_of_doors,RT,Current_orientation,Current_color,Current_size,First_feature,Second_feature,Third_feature,Participant_size,Participant_orientation,Participant_number,Participant_gender,Early_exit,Training_time,Meta_trial,Participant_age
1,1,0,1,0,2,3.256769699999495,33.5,3,0.22000000000000003,orientation,size,color,0.30000000000000004,-16.0,5,female,1,2041.0257923999998,1,26
2,1,1,1,1,2,2.155201200001102,74.0,3,0.42000000000000004,orientation,size,color,0.30000000000000004,-16.0,5,female,1,2041.0257923999998,1,26
3,1,1,1,1,2,2.6333238999995956,69.5,14,0.18000000000000002,orientation,size,color,0.30000000000000004,-16.0,5,female,1,2041.0257923999998,0,26
4,1,1,1,1,2,2.5841910999988613,2.0,9,0.30000000000000004,orientation,size,color,0.30000000000000004,-16.0,5,female,1,2041.0257923999998,0,26
5,1,0,0,1,2,1.666870500001096,-65.5,20,0.42000000000000004,orientation,size,color,0.30000000000000004,-16.0,5,female,1,2041.0257923999998,0,26
6,1,1,1,1,2,1.1340029000002687,42.5,6,0.26,orientation,size,color,0.30000000000000004,-16.0,5,female,1,2041.0257923999998,0,26
7,1,0,0,1,2,1.7008539999987988,-47.5,20,0.42000000000000004,orientation,size,color,0.30000000000000004,-16.0,5,female,1,2041.0257923999998,0,26
8,1,1,1,1,2,1.9514877000001434,15.5,19,0.38,orientation,size,color,0.30000000000000004,-16.0,5,female,1,2041.0257923999998,0,26
9,1,1,1,1,2,0.7174830000003567,51.5,13,0.38,orientation,size,color,0.30000000000000004,-16.0,5,female,1,2041.0257923999998,0,26
10,1,0,0,1,2,0.9170403999996779,-29.5,23,0.4600000000000001,orientation,size,color,0.30000000000000004,-16.0,5,female,1,2041.0257923999998,0,26
11,1,1,1,1,2,1.4502518999997847,2.0,4,0.3400000000000001,orientation,size,color,0.30000000000000004,-16.0,5,female,1,2041.0257923999998,0,26
12,2,1,0,0,4,2.78413030000047,-47.5,15,0.22000000000000003,orientation,size,color,0.30000000000000004,-16.0,5,female,1,2041.0257923999998,1,26
13,2,1,0,0,4,1.6667954999993526,-83.5,22,0.18000000000000002,orientation,size,color,0.30000000000000004,-16.0,5,female,1,2041.0257923999998,1,26
14,2,0,1,0,4,2.2166614000016125,-79.0,15,0.4600000000000001,orientation,size,color,0.30000000000000004,-16.0,5,female,1,2041.0257923999998,1,26
15,2,3,2,0,4,2.333225599999423,24.5,3,0.18000000000000002,orientation,size,color,0.30000000000000004,-16.0,5,female,1,2041.0257923999998,1,26
16,2,3,0,0,4,1.866636800001288,-20.5,12,0.26,orientation,size,color,0.30000000000000004,-16.0,5,female,1,2041.0257923999998,1,26
17,2,3,1,0,4,2.999470900000233,-79.0,1,0.42000000000000004,orientation,size,color,0.30000000000000004,-16.0,5,female,1,2041.0257923999998,1,26
18,2,2,2,1,4,1.7820627000000968,6.5,14,0.14,orientation,size,color,0.30000000000000004,-16.0,5,female,1,2041.0257923999998,1,26
19,2,3,2,0,4,2.8833961999989697,24.5,20,0.1,orientation,size,color,0.30000000000000004,-16.0,5,female,1,2041.0257923999998,0,26
20,2,1,0,0,4,1.2318295999994007,-83.5,18,0.1,orientation,size,color,0.30000000000000004,-16.0,5,female,1,2041.0257923999998,1,26
21,2,2,2,1,4,2.78252220000104,60.5,11,0.22000000000000003,orientation,size,color,0.30000000000000004,-16.0,5,female,1,2041.0257923999998,1,26
22,2,0,0,1,4,2.449671700000181,-79.0,10,0.1,orientation,size,color,0.30000000000000004,-16.0,5,female,1,2041.0257923999998,0,26
23,2,1,3,0,4,2.5825323999997636,87.5,0,0.3400000000000001,orientation,size,color,0.30000000000000004,-16.0,5,female,1,2041.0257923999998,0,26
24,2,2,2,1,4,1.43302439999934,38.0,13,0.14,orientation,size,color,0.30000000000000004,-16.0,5,female,1,2041.0257923999998,1,26
25,2,2,2,1,4,1.4165670999991562,69.5,7,0.26,orientation,size,color,0.30000000000000004,-16.0,5,female,1,2041.0257923999998,0,26
26,2,3,3,1,4,1.200471899999684,38.0,14,0.30000000000000004,orientation,size,color,0.30000000000000004,-16.0,5,female,1,2041.0257923999998,0,26
27,2,1,0,0,4,1.817612900000313,-83.5,3,0.18000000000000002,orientation,size,color,0.30000000000000004,-16.0,5,female,1,2041.0257923999998,0,26
28,2,3,3,1,4,1.01558070000101,15.5,8,0.4600000000000001,orientation,size,color,0.30000000000000004,-16.0,5,female,1,2041.0257923999998,1,26
29,2,1,2,0,4,1.8675426999998308,87.5,24,0.26,orientation,size,color,0.30000000000000004,-16.0,5,female,1,2041.0257923999998,0,26
30,2,1,0,0,4,1.0822052000003168,-88.0,15,0.22000000000000003,orientation,size,color,0.30000000000000004,-16.0,5,female,1,2041.0257923999998,1,26
31,2,2,2,1,4,1.4664885999991384,60.5,11,0.26,orientation,size,color,0.30000000000000004,-16.0,5,female,1,2041.0257923999998,1,26
32,2,1,0,0,4,1.7843315999998595,-83.5,4,0.26,orientation,size,color,0.30000000000000004,-16.0,5,female,1,2041.0257923999998,0,26
33,2,0,1,0,4,1.4495217999992747,-56.5,7,0.30000000000000004,orientation,size,color,0.30000000000000004,-16.0,5,female,1,2041.0257923999998,1,26
34,2,0,2,0,4,2.115527899999506,-11.5,22,0.18000000000000002,orientation,size,color,0.30000000000000004,-16.0,5,female,1,2041.0257923999998,1,26
35,2,3,3,1,4,2.0153551000003063,51.5,12,0.30000000000000004,orientation,size,color,0.30000000000000004,-16.0,5,female,1,2041.0257923999998,1,26
36,2,0,1,0,4,1.7162227999997413,-65.5,16,0.42000000000000004,orientation,size,color,0.30000000000000004,-16.0,5,female,1,2041.0257923999998,0,26
37,2,1,1,1,4,1.2651029999997263,-61.0,23,0.4600000000000001,orientation,size,color,0.30000000000000004,-16.0,5,female,1,2041.0257923999998,1,26
38,2,3,1,0,4,2.4167390999991767,-34.0,11,0.3400000000000001,orientation,size,color,0.30000000000000004,-16.0,5,female,1,2041.0257923999998,0,26
39,2,2,2,1,4,1.1501328000013018,56.0,8,0.18000000000000002,orientation,size,color,0.30000000000000004,-16.0,5,female,1,2041.0257923999998,1,26
40,2,0,1,0,4,1.5508546000000933,-25.0,18,0.30000000000000004,orientation,size,color,0.30000000000000004,-16.0,5,female,1,2041.0257923999998,0,26
41,2,2,2,1,4,1.0991859000005206,29.0,22,0.22000000000000003,orientation,size,color,0.30000000000000004,-16.0,5,female,1,2041.0257923999998,1,26
42,2,3,3,1,4,4.4502284999998665,33.5,0,0.42000000000000004,orientation,size,color,0.30000000000000004,-16.0,5,female,1,2041.0257923999998,0,26
43,2,0,0,1,4,1.7662655000003724,-47.5,14,0.18000000000000002,orientation,size,color,0.30000000000000004,-16.0,5,female,1,2041.0257923999998,0,26
44,2,0,0,1,4,1.6502313999990292,-56.5,20,0.14,orientation,size,color,0.30000000000000004,-16.0,5,female,1,2041.0257923999998,0,26
45,2,0,0,1,4,1.6503775000001042,-61.0,15,0.22000000000000003,orientation,size,color,0.30000000000000004,-16.0,5,female,1,2041.0257923999998,0,26
46,2,3,3,1,4,1.5674760000001697,38.0,18,0.3400000000000001,orientation,size,color,0.30000000000000004,-16.0,5,female,1,2041.0257923999998,0,26
47,2,1,2,0,4,1.3340580000003683,-2.5,17,0.26,orientation,size,color,0.30000000000000004,-16.0,5,female,1,2041.0257923999998,0,26
48,2,0,1,0,4,2.7833390000014333,-43.0,10,0.30000000000000004,orientation,size,color,0.30000000000000004,-16.0,5,female,1,2041.0257923999998,1,26
49,2,0,0,1,4,1.1674299000005703,-61.0,13,0.14,orientation,size,color,0.30000000000000004,-16.0,5,female,1,2041.0257923999998,1,26
50,2,3,3,1,4,0.9838249000003998,20.0,9,0.42000000000000004,orientation,size,color,0.30000000000000004,-16.0,5,female,1,2041.0257923999998,0,26
51,2,0,0,1,4,1.1002878999988752,-65.5,14,0.26,orientation,size,color,0.30000000000000004,-16.0,5,female,1,2041.0257923999998,0,26
52,2,2,2,1,4,1.3678122999990592,38.0,18,0.18000000000000002,orientation,size,color,0.30000000000000004,-16.0,5,female,1,2041.0257923999998,0,26
53,2,3,3,1,4,1.301333199999135,60.5,17,0.42000000000000004,orientation,size,color,0.30000000000000004,-16.0,5,female,1,2041.0257923999998,0,26
54,2,3,3,1,4,0.9001381999987643,51.5,20,0.42000000000000004,orientation,size,color,0.30000000000000004,-16.0,5,female,1,2041.0257923999998,0,26
55,2,1,1,1,4,1.1998070999998163,-20.5,8,0.4600000000000001,orientation,size,color,0.30000000000000004,-16.0,5,female,1,2041.0257923999998,0,26
56,2,2,2,1,4,2.0002773999985948,38.0,24,0.14,orientation,size,color,0.30000000000000004,-16.0,5,female,1,2041.0257923999998,0,26
57,2,3,3,1,4,1.3669814999993832,65.0,17,0.4600000000000001,orientation,size,color,0.30000000000000004,-16.0,5,female,1,2041.0257923999998,0,26
