Trial_number,Chosen_castle,Chosen_location,Correct_location,Accuracy,Number_of_doors,RT,Current_orientation,Current_color,Current_size,First_feature,Second_feature,Third_feature,Participant_size,Participant_orientation,Participant_number,Participant_gender
1013,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,color,size,orientation,0.30000000000000004,40.5,4,male
1014,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,color,size,orientation,0.30000000000000004,40.5,4,male
1015,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,color,size,orientation,0.30000000000000004,40.5,4,male
1016,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,color,size,orientation,0.30000000000000004,40.5,4,male
1017,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,color,size,orientation,0.30000000000000004,40.5,4,male
1018,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,color,size,orientation,0.30000000000000004,40.5,4,male
1019,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,color,size,orientation,0.30000000000000004,40.5,4,male
1020,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,color,size,orientation,0.30000000000000004,40.5,4,male
1021,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,color,size,orientation,0.30000000000000004,40.5,4,male
1022,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,color,size,orientation,0.30000000000000004,40.5,4,male
1023,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,color,size,orientation,0.30000000000000004,40.5,4,male
1024,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,color,size,orientation,0.30000000000000004,40.5,4,male
1025,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,color,size,orientation,0.30000000000000004,40.5,4,male
1026,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,color,size,orientation,0.30000000000000004,40.5,4,male
1027,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,color,size,orientation,0.30000000000000004,40.5,4,male
1028,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,color,size,orientation,0.30000000000000004,40.5,4,male
1029,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,color,size,orientation,0.30000000000000004,40.5,4,male
1030,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,color,size,orientation,0.30000000000000004,40.5,4,male
1031,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,color,size,orientation,0.30000000000000004,40.5,4,male
1032,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,color,size,orientation,0.30000000000000004,40.5,4,male
1033,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,color,size,orientation,0.30000000000000004,40.5,4,male
1034,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,color,size,orientation,0.30000000000000004,40.5,4,male
1035,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,color,size,orientation,0.30000000000000004,40.5,4,male
1036,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,color,size,orientation,0.30000000000000004,40.5,4,male
1037,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,color,size,orientation,0.30000000000000004,40.5,4,male
1038,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,color,size,orientation,0.30000000000000004,40.5,4,male
1039,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,color,size,orientation,0.30000000000000004,40.5,4,male
1040,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,color,size,orientation,0.30000000000000004,40.5,4,male
1041,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,color,size,orientation,0.30000000000000004,40.5,4,male
1042,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,color,size,orientation,0.30000000000000004,40.5,4,male
1043,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,color,size,orientation,0.30000000000000004,40.5,4,male
1044,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,color,size,orientation,0.30000000000000004,40.5,4,male
1045,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,color,size,orientation,0.30000000000000004,40.5,4,male
1046,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,color,size,orientation,0.30000000000000004,40.5,4,male
1047,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,color,size,orientation,0.30000000000000004,40.5,4,male
1048,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,color,size,orientation,0.30000000000000004,40.5,4,male
1049,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,color,size,orientation,0.30000000000000004,40.5,4,male
1050,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,color,size,orientation,0.30000000000000004,40.5,4,male
1051,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,color,size,orientation,0.30000000000000004,40.5,4,male
1052,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,color,size,orientation,0.30000000000000004,40.5,4,male
1053,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,color,size,orientation,0.30000000000000004,40.5,4,male
1054,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,color,size,orientation,0.30000000000000004,40.5,4,male
1055,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,color,size,orientation,0.30000000000000004,40.5,4,male
1056,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,color,size,orientation,0.30000000000000004,40.5,4,male
1057,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,color,size,orientation,0.30000000000000004,40.5,4,male
1058,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,color,size,orientation,0.30000000000000004,40.5,4,male
1059,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,color,size,orientation,0.30000000000000004,40.5,4,male
1060,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,color,size,orientation,0.30000000000000004,40.5,4,male
1061,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,color,size,orientation,0.30000000000000004,40.5,4,male
1062,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,color,size,orientation,0.30000000000000004,40.5,4,male
1063,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,color,size,orientation,0.30000000000000004,40.5,4,male
1064,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,color,size,orientation,0.30000000000000004,40.5,4,male
1065,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,color,size,orientation,0.30000000000000004,40.5,4,male
1066,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,color,size,orientation,0.30000000000000004,40.5,4,male
1067,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,color,size,orientation,0.30000000000000004,40.5,4,male
1068,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,color,size,orientation,0.30000000000000004,40.5,4,male
1069,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,color,size,orientation,0.30000000000000004,40.5,4,male
1070,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,color,size,orientation,0.30000000000000004,40.5,4,male
1071,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,color,size,orientation,0.30000000000000004,40.5,4,male
1072,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,color,size,orientation,0.30000000000000004,40.5,4,male
1073,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,color,size,orientation,0.30000000000000004,40.5,4,male
1074,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,color,size,orientation,0.30000000000000004,40.5,4,male
1075,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,color,size,orientation,0.30000000000000004,40.5,4,male
1076,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,color,size,orientation,0.30000000000000004,40.5,4,male
1077,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,color,size,orientation,0.30000000000000004,40.5,4,male
1078,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,color,size,orientation,0.30000000000000004,40.5,4,male
1079,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,color,size,orientation,0.30000000000000004,40.5,4,male
1080,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,color,size,orientation,0.30000000000000004,40.5,4,male
1081,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,color,size,orientation,0.30000000000000004,40.5,4,male
1082,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,color,size,orientation,0.30000000000000004,40.5,4,male
1083,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,color,size,orientation,0.30000000000000004,40.5,4,male
1084,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,color,size,orientation,0.30000000000000004,40.5,4,male
1085,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,color,size,orientation,0.30000000000000004,40.5,4,male
1086,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,color,size,orientation,0.30000000000000004,40.5,4,male
1087,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,color,size,orientation,0.30000000000000004,40.5,4,male
1088,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,color,size,orientation,0.30000000000000004,40.5,4,male
1089,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,color,size,orientation,0.30000000000000004,40.5,4,male
1090,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,color,size,orientation,0.30000000000000004,40.5,4,male
1091,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,color,size,orientation,0.30000000000000004,40.5,4,male
1092,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,color,size,orientation,0.30000000000000004,40.5,4,male
1093,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,color,size,orientation,0.30000000000000004,40.5,4,male
1094,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,color,size,orientation,0.30000000000000004,40.5,4,male
1095,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,color,size,orientation,0.30000000000000004,40.5,4,male
1096,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,color,size,orientation,0.30000000000000004,40.5,4,male
1097,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,color,size,orientation,0.30000000000000004,40.5,4,male
1098,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,color,size,orientation,0.30000000000000004,40.5,4,male
1099,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,color,size,orientation,0.30000000000000004,40.5,4,male
1100,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,color,size,orientation,0.30000000000000004,40.5,4,male
1101,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,color,size,orientation,0.30000000000000004,40.5,4,male
1102,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,color,size,orientation,0.30000000000000004,40.5,4,male
1103,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,color,size,orientation,0.30000000000000004,40.5,4,male
1104,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,color,size,orientation,0.30000000000000004,40.5,4,male
1105,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,color,size,orientation,0.30000000000000004,40.5,4,male
1106,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,color,size,orientation,0.30000000000000004,40.5,4,male
1107,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,color,size,orientation,0.30000000000000004,40.5,4,male
1108,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,color,size,orientation,0.30000000000000004,40.5,4,male
1109,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,color,size,orientation,0.30000000000000004,40.5,4,male
1110,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,color,size,orientation,0.30000000000000004,40.5,4,male
1111,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,color,size,orientation,0.30000000000000004,40.5,4,male
1112,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,color,size,orientation,0.30000000000000004,40.5,4,male
1113,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,color,size,orientation,0.30000000000000004,40.5,4,male
1114,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,color,size,orientation,0.30000000000000004,40.5,4,male
1115,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,color,size,orientation,0.30000000000000004,40.5,4,male
1116,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,color,size,orientation,0.30000000000000004,40.5,4,male
1117,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,color,size,orientation,0.30000000000000004,40.5,4,male
1118,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,color,size,orientation,0.30000000000000004,40.5,4,male
1119,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,color,size,orientation,0.30000000000000004,40.5,4,male
1120,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,color,size,orientation,0.30000000000000004,40.5,4,male
1121,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,color,size,orientation,0.30000000000000004,40.5,4,male
1122,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,color,size,orientation,0.30000000000000004,40.5,4,male
1123,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,color,size,orientation,0.30000000000000004,40.5,4,male
1124,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,color,size,orientation,0.30000000000000004,40.5,4,male
1125,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,color,size,orientation,0.30000000000000004,40.5,4,male
1126,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,color,size,orientation,0.30000000000000004,40.5,4,male
1127,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,color,size,orientation,0.30000000000000004,40.5,4,male
1128,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,color,size,orientation,0.30000000000000004,40.5,4,male
1129,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,color,size,orientation,0.30000000000000004,40.5,4,male
1130,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,color,size,orientation,0.30000000000000004,40.5,4,male
1131,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,color,size,orientation,0.30000000000000004,40.5,4,male
1132,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,color,size,orientation,0.30000000000000004,40.5,4,male
1133,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,color,size,orientation,0.30000000000000004,40.5,4,male
1134,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,color,size,orientation,0.30000000000000004,40.5,4,male
1135,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,color,size,orientation,0.30000000000000004,40.5,4,male
1136,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,color,size,orientation,0.30000000000000004,40.5,4,male
1137,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,color,size,orientation,0.30000000000000004,40.5,4,male
1138,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,color,size,orientation,0.30000000000000004,40.5,4,male
1139,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,color,size,orientation,0.30000000000000004,40.5,4,male
1140,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,color,size,orientation,0.30000000000000004,40.5,4,male
1141,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,color,size,orientation,0.30000000000000004,40.5,4,male
1142,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,color,size,orientation,0.30000000000000004,40.5,4,male
1143,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,color,size,orientation,0.30000000000000004,40.5,4,male
1144,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,color,size,orientation,0.30000000000000004,40.5,4,male
1145,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,color,size,orientation,0.30000000000000004,40.5,4,male
1146,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,color,size,orientation,0.30000000000000004,40.5,4,male
1147,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,color,size,orientation,0.30000000000000004,40.5,4,male
1148,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,color,size,orientation,0.30000000000000004,40.5,4,male
1149,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,color,size,orientation,0.30000000000000004,40.5,4,male
1150,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,color,size,orientation,0.30000000000000004,40.5,4,male
1151,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,color,size,orientation,0.30000000000000004,40.5,4,male
1152,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,color,size,orientation,0.30000000000000004,40.5,4,male
1153,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,color,size,orientation,0.30000000000000004,40.5,4,male
1154,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,color,size,orientation,0.30000000000000004,40.5,4,male
1155,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,color,size,orientation,0.30000000000000004,40.5,4,male
1156,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,color,size,orientation,0.30000000000000004,40.5,4,male
1157,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,color,size,orientation,0.30000000000000004,40.5,4,male
1158,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,color,size,orientation,0.30000000000000004,40.5,4,male
1159,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,color,size,orientation,0.30000000000000004,40.5,4,male
1160,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,color,size,orientation,0.30000000000000004,40.5,4,male
1161,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,color,size,orientation,0.30000000000000004,40.5,4,male
1162,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,color,size,orientation,0.30000000000000004,40.5,4,male
1163,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,color,size,orientation,0.30000000000000004,40.5,4,male
1164,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,color,size,orientation,0.30000000000000004,40.5,4,male
1165,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,color,size,orientation,0.30000000000000004,40.5,4,male
1166,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,color,size,orientation,0.30000000000000004,40.5,4,male
1167,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,color,size,orientation,0.30000000000000004,40.5,4,male
1168,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,color,size,orientation,0.30000000000000004,40.5,4,male
1169,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,color,size,orientation,0.30000000000000004,40.5,4,male
1170,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,color,size,orientation,0.30000000000000004,40.5,4,male
1171,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,color,size,orientation,0.30000000000000004,40.5,4,male
1172,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,color,size,orientation,0.30000000000000004,40.5,4,male
1173,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,color,size,orientation,0.30000000000000004,40.5,4,male
1174,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,color,size,orientation,0.30000000000000004,40.5,4,male
1175,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,color,size,orientation,0.30000000000000004,40.5,4,male
1176,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,color,size,orientation,0.30000000000000004,40.5,4,male
1177,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,color,size,orientation,0.30000000000000004,40.5,4,male
1178,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,color,size,orientation,0.30000000000000004,40.5,4,male
1179,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,color,size,orientation,0.30000000000000004,40.5,4,male
1180,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,color,size,orientation,0.30000000000000004,40.5,4,male
1181,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,color,size,orientation,0.30000000000000004,40.5,4,male
