Trial_number,Chosen_castle,Chosen_location,Correct_location,Accuracy,Number_of_doors,RT,Current_orientation,Current_color,Current_size,First_feature,Second_feature,Third_feature,Participant_size,Participant_orientation,Participant_number,Participant_gender,Early_exit,Training_time,Meta_trial,Participant_age
123,1,0,1,0,2,0.475393300000178,20.0,18,0.3400000000000001,color,orientation,size,0.38,-2.5,1,female,0,2700.8190137,1,18
124,1,0,0,1,2,0.7593293999998423,2.0,9,0.14,color,orientation,size,0.38,-2.5,1,female,0,2700.8190137,1,18
125,1,0,1,0,2,0.6667754000000059,51.5,13,0.4600000000000001,color,orientation,size,0.38,-2.5,1,female,0,2700.8190137,0,18
126,1,0,1,0,2,0.643412399999761,29.0,16,0.26,color,orientation,size,0.38,-2.5,1,female,0,2700.8190137,1,18
127,1,0,0,1,2,0.6590455000005022,83.0,8,0.18000000000000002,color,orientation,size,0.38,-2.5,1,female,0,2700.8190137,1,18
128,1,0,1,0,2,0.8005241999999271,2.0,16,0.22000000000000003,color,orientation,size,0.38,-2.5,1,female,0,2700.8190137,0,18
129,1,0,1,0,2,0.6609703000003719,-88.0,24,0.26,color,orientation,size,0.38,-2.5,1,female,0,2700.8190137,1,18
130,1,0,0,1,2,0.7918356000000131,65.0,5,0.30000000000000004,color,orientation,size,0.38,-2.5,1,female,0,2700.8190137,1,18
131,1,1,1,1,2,0.38450749999992695,65.0,21,0.3400000000000001,color,orientation,size,0.38,-2.5,1,female,0,2700.8190137,0,18
132,1,0,1,0,2,1.6502938000003269,74.0,21,0.30000000000000004,color,orientation,size,0.38,-2.5,1,female,0,2700.8190137,0,18
133,1,0,0,1,2,0.608854699999938,-52.0,6,0.14,color,orientation,size,0.38,-2.5,1,female,0,2700.8190137,1,18
134,1,0,0,1,2,0.46661070000027394,-43.0,4,0.14,color,orientation,size,0.38,-2.5,1,female,0,2700.8190137,0,18
135,1,0,0,1,2,0.7495608999997785,47.0,2,0.4600000000000001,color,orientation,size,0.38,-2.5,1,female,0,2700.8190137,0,18
136,1,0,0,1,2,0.6831093000000692,-38.5,0,0.42000000000000004,color,orientation,size,0.38,-2.5,1,female,0,2700.8190137,0,18
137,1,0,0,1,2,1.2168384999995396,11.0,4,0.30000000000000004,color,orientation,size,0.38,-2.5,1,female,0,2700.8190137,0,18
138,1,1,0,0,2,1.3840791000002355,65.0,7,0.22000000000000003,color,orientation,size,0.38,-2.5,1,female,0,2700.8190137,0,18
139,1,0,0,1,2,1.0937228000002506,38.0,12,0.4600000000000001,color,orientation,size,0.38,-2.5,1,female,0,2700.8190137,1,18
140,1,0,1,0,2,0.7167761999999129,-88.0,13,0.14,color,orientation,size,0.38,-2.5,1,female,0,2700.8190137,0,18
141,1,0,1,0,2,0.608758499999567,38.0,20,0.4600000000000001,color,orientation,size,0.38,-2.5,1,female,0,2700.8190137,1,18
142,1,0,1,0,2,0.5895789999995031,-47.5,23,0.42000000000000004,color,orientation,size,0.38,-2.5,1,female,0,2700.8190137,1,18
143,1,0,0,1,2,0.6577250000000276,47.0,1,0.30000000000000004,color,orientation,size,0.38,-2.5,1,female,0,2700.8190137,1,18
144,1,0,0,1,2,0.6673706999999922,33.5,7,0.42000000000000004,color,orientation,size,0.38,-2.5,1,female,0,2700.8190137,0,18
145,1,0,0,1,2,0.3498552999999447,-20.5,3,0.42000000000000004,color,orientation,size,0.38,-2.5,1,female,0,2700.8190137,0,18
146,1,0,0,1,2,0.7505929999997534,47.0,3,0.38,color,orientation,size,0.38,-2.5,1,female,0,2700.8190137,0,18
147,1,0,0,1,2,0.7838585999998031,78.5,8,0.1,color,orientation,size,0.38,-2.5,1,female,0,2700.8190137,0,18
148,1,1,1,1,2,1.333650000000489,-74.5,21,0.3400000000000001,color,orientation,size,0.38,-2.5,1,female,0,2700.8190137,0,18
149,1,0,0,1,2,3.183666799999628,69.5,9,0.1,color,orientation,size,0.38,-2.5,1,female,0,2700.8190137,0,18
150,1,0,0,1,2,0.7008040000000619,-25.0,10,0.1,color,orientation,size,0.38,-2.5,1,female,0,2700.8190137,0,18
151,1,1,1,1,2,1.033426099999815,-79.0,14,0.22000000000000003,color,orientation,size,0.38,-2.5,1,female,0,2700.8190137,0,18
152,1,0,0,1,2,2.700366199999735,-11.5,12,0.42000000000000004,color,orientation,size,0.38,-2.5,1,female,0,2700.8190137,0,18
153,2,1,0,0,4,2.432439400000476,-65.5,11,0.22000000000000003,color,orientation,size,0.38,-2.5,1,female,0,2700.8190137,1,18
154,2,0,1,0,4,0.7821882999996888,6.5,2,0.22000000000000003,color,orientation,size,0.38,-2.5,1,female,0,2700.8190137,1,18
155,2,1,2,0,4,0.7496448000001692,-61.0,13,0.22000000000000003,color,orientation,size,0.38,-2.5,1,female,0,2700.8190137,1,18
156,2,1,1,1,4,0.5990764999996827,69.5,6,0.14,color,orientation,size,0.38,-2.5,1,female,0,2700.8190137,1,18
157,2,0,0,1,4,3.6842042000007496,-7.0,5,0.3400000000000001,color,orientation,size,0.38,-2.5,1,female,0,2700.8190137,0,18
158,2,1,3,0,4,0.783067200000005,51.5,23,0.3400000000000001,color,orientation,size,0.38,-2.5,1,female,0,2700.8190137,0,18
159,2,1,3,0,4,0.5155889000006937,87.5,14,0.30000000000000004,color,orientation,size,0.38,-2.5,1,female,0,2700.8190137,1,18
160,2,0,0,1,4,1.032701399999496,-74.5,6,0.4600000000000001,color,orientation,size,0.38,-2.5,1,female,0,2700.8190137,1,18
161,2,1,1,1,4,1.2325615999998263,20.0,12,0.38,color,orientation,size,0.38,-2.5,1,female,0,2700.8190137,0,18
162,2,1,0,0,4,1.0833184000002802,-56.5,4,0.38,color,orientation,size,0.38,-2.5,1,female,0,2700.8190137,0,18
163,2,1,2,0,4,5.966386000000057,-70.0,16,0.4600000000000001,color,orientation,size,0.38,-2.5,1,female,0,2700.8190137,1,18
164,2,2,2,1,4,1.9827380999995512,-56.5,15,0.26,color,orientation,size,0.38,-2.5,1,female,0,2700.8190137,1,18
165,2,1,3,0,4,1.1503273999996964,56.0,22,0.26,color,orientation,size,0.38,-2.5,1,female,0,2700.8190137,0,18
166,2,1,3,0,4,1.3821042999998099,-2.5,24,0.4600000000000001,color,orientation,size,0.38,-2.5,1,female,0,2700.8190137,1,18
167,2,1,0,0,4,1.2163276000001133,-52.0,6,0.3400000000000001,color,orientation,size,0.38,-2.5,1,female,0,2700.8190137,1,18
168,2,1,2,0,4,1.0169290000003457,-25.0,17,0.22000000000000003,color,orientation,size,0.38,-2.5,1,female,0,2700.8190137,1,18
169,2,1,1,1,4,1.0991428000006636,42.5,0,0.14,color,orientation,size,0.38,-2.5,1,female,0,2700.8190137,1,18
