Trial_number,Chosen_castle,Chosen_location,Correct_location,Accuracy,Number_of_doors,RT,Current_orientation,Current_color,Current_size,First_feature,Second_feature,Third_feature,Participant_size,Participant_orientation,Participant_number,Participant_gender,Early_exit,Training_time,Meta_trial,Participant_age
1,2,2,0,0,4,5.269649299999969,-56.5,4,0.1,size,color,orientation,0.38,-2.5,17,male,1,2216.672188,1,24
2,2,0,0,1,4,1.5823469000000046,-11.5,5,0.26,size,color,orientation,0.38,-2.5,17,male,1,2216.672188,1,24
3,2,3,0,0,4,10.266322599999967,-74.5,7,0.3400000000000001,size,color,orientation,0.38,-2.5,17,male,1,2216.672188,0,24
4,2,0,1,0,4,5.633295499999974,-74.5,18,0.14,size,color,orientation,0.38,-2.5,17,male,1,2216.672188,1,24
5,2,0,0,1,4,10.21613739999998,-25.0,9,0.3400000000000001,size,color,orientation,0.38,-2.5,17,male,1,2216.672188,1,24
6,2,3,2,0,4,3.867354299999988,60.5,0,0.38,size,color,orientation,0.38,-2.5,17,male,1,2216.672188,0,24
7,2,3,1,0,4,2.3998421999999664,29.0,20,0.14,size,color,orientation,0.38,-2.5,17,male,1,2216.672188,1,24
8,2,3,1,0,4,3.9322085000000015,-43.0,16,0.18000000000000002,size,color,orientation,0.38,-2.5,17,male,1,2216.672188,1,24
9,2,3,1,0,4,17.14979360000001,47.0,23,0.18000000000000002,size,color,orientation,0.38,-2.5,17,male,1,2216.672188,1,24
10,1,0,0,1,2,11.078496799999982,-56.5,16,0.3400000000000001,size,color,orientation,0.38,-2.5,17,male,1,2216.672188,1,24
11,1,0,0,1,2,1.9842600999999718,-29.5,5,0.22000000000000003,size,color,orientation,0.38,-2.5,17,male,1,2216.672188,0,24
12,1,1,0,0,2,2.417481500000008,-47.5,18,0.3400000000000001,size,color,orientation,0.38,-2.5,17,male,1,2216.672188,0,24
13,1,0,0,1,2,1.012294699999984,-11.5,8,0.18000000000000002,size,color,orientation,0.38,-2.5,17,male,1,2216.672188,1,24
14,1,1,1,1,2,1.4329397999999856,29.0,15,0.4600000000000001,size,color,orientation,0.38,-2.5,17,male,1,2216.672188,0,24
15,1,0,0,1,2,1.0501692999999932,-52.0,10,0.18000000000000002,size,color,orientation,0.38,-2.5,17,male,1,2216.672188,0,24
16,1,0,0,1,2,1.5499373999999762,-88.0,1,0.1,size,color,orientation,0.38,-2.5,17,male,1,2216.672188,0,24
17,1,1,0,0,2,1.2836770000000115,15.5,21,0.30000000000000004,size,color,orientation,0.38,-2.5,17,male,1,2216.672188,0,24
18,1,0,0,1,2,2.2462266,-79.0,2,0.22000000000000003,size,color,orientation,0.38,-2.5,17,male,1,2216.672188,1,24
19,1,1,0,0,2,2.1672545999999784,15.5,14,0.22000000000000003,size,color,orientation,0.38,-2.5,17,male,1,2216.672188,0,24
20,1,0,0,1,2,3.0130282999999736,83.0,18,0.26,size,color,orientation,0.38,-2.5,17,male,1,2216.672188,1,24
21,1,0,1,0,2,1.6830635999999686,65.0,18,0.42000000000000004,size,color,orientation,0.38,-2.5,17,male,1,2216.672188,0,24
22,1,1,1,1,2,1.5454586999999833,42.5,17,0.38,size,color,orientation,0.38,-2.5,17,male,1,2216.672188,1,24
23,1,0,0,1,2,2.1336830999999847,-7.0,10,0.18000000000000002,size,color,orientation,0.38,-2.5,17,male,1,2216.672188,0,24
24,1,1,1,1,2,2.1338669000000436,60.5,8,0.38,size,color,orientation,0.38,-2.5,17,male,1,2216.672188,0,24
25,1,0,0,1,2,1.8333138000000417,-79.0,7,0.30000000000000004,size,color,orientation,0.38,-2.5,17,male,1,2216.672188,0,24
26,1,1,0,0,2,1.3834086999999613,20.0,22,0.3400000000000001,size,color,orientation,0.38,-2.5,17,male,1,2216.672188,0,24
27,1,0,1,0,2,1.0108291000000236,-79.0,13,0.4600000000000001,size,color,orientation,0.38,-2.5,17,male,1,2216.672188,1,24
