Trial_number,Chosen_castle,Chosen_location,Correct_location,Accuracy,Number_of_doors,RT,Current_orientation,Current_color,Current_size,First_feature,Second_feature,Third_feature,Participant_size,Participant_orientation,Participant_number,Participant_gender,Early_exit,Training_time,Meta_trial,Participant_age
54,3,4,5,0,8,1.0823771999998826,15.5,4,0.42000000000000004,orientation,color,size,0.38,-2.5,12,female,0,2704.3748031,1,27
55,3,4,6,0,8,0.966051600000128,6.5,20,0.26,orientation,color,size,0.38,-2.5,12,female,0,2704.3748031,1,27
56,3,4,0,0,8,15.482461000000058,-65.5,10,0.18000000000000002,orientation,color,size,0.38,-2.5,12,female,0,2704.3748031,1,27
57,3,4,4,1,8,35.24944160000018,29.0,9,0.26,orientation,color,size,0.38,-2.5,12,female,0,2704.3748031,1,27
58,3,3,0,0,8,5.4329594999999244,-79.0,4,0.18000000000000002,orientation,color,size,0.38,-2.5,12,female,0,2704.3748031,0,27
59,3,0,0,1,8,12.683083500000066,-11.5,2,0.18000000000000002,orientation,color,size,0.38,-2.5,12,female,0,2704.3748031,1,27
60,3,5,7,0,8,19.266590899999983,6.5,15,0.42000000000000004,orientation,color,size,0.38,-2.5,12,female,0,2704.3748031,0,27
61,3,4,4,1,8,1.7831144999997832,38.0,8,0.1,orientation,color,size,0.38,-2.5,12,female,0,2704.3748031,1,27
62,3,0,3,0,8,3.433319200000142,-16.0,21,0.42000000000000004,orientation,color,size,0.38,-2.5,12,female,0,2704.3748031,0,27
63,3,4,5,0,8,16.465710200000103,83.0,5,0.38,orientation,color,size,0.38,-2.5,12,female,0,2704.3748031,1,27
64,3,4,6,0,8,19.832361499999934,33.5,19,0.14,orientation,color,size,0.38,-2.5,12,female,0,2704.3748031,1,27
65,3,5,6,0,8,8.133191699999998,42.5,15,0.22000000000000003,orientation,color,size,0.38,-2.5,12,female,0,2704.3748031,1,27
66,3,3,1,0,8,1.3329277000000275,-56.5,10,0.42000000000000004,orientation,color,size,0.38,-2.5,12,female,0,2704.3748031,1,27
67,2,1,0,0,4,1.5498433000000205,-11.5,7,0.22000000000000003,orientation,color,size,0.38,-2.5,12,female,0,2704.3748031,1,27
68,2,1,1,1,4,1.3820508999999674,-16.0,17,0.22000000000000003,orientation,color,size,0.38,-2.5,12,female,0,2704.3748031,1,27
69,2,1,1,1,4,1.1337206000000606,-47.5,16,0.1,orientation,color,size,0.38,-2.5,12,female,0,2704.3748031,0,27
70,2,2,2,1,4,1.0330387999999857,51.5,12,0.22000000000000003,orientation,color,size,0.38,-2.5,12,female,0,2704.3748031,0,27
71,2,2,2,1,4,0.8336816000000908,20.0,5,0.42000000000000004,orientation,color,size,0.38,-2.5,12,female,0,2704.3748031,0,27
72,2,2,3,0,4,0.8498227000000043,60.5,16,0.14,orientation,color,size,0.38,-2.5,12,female,0,2704.3748031,0,27
73,2,1,0,0,4,0.5996628000000328,-70.0,3,0.14,orientation,color,size,0.38,-2.5,12,female,0,2704.3748031,1,27
74,2,2,3,0,4,3.316381900000124,74.0,18,0.3400000000000001,orientation,color,size,0.38,-2.5,12,female,0,2704.3748031,1,27
75,2,1,1,1,4,1.2674448000000211,-88.0,14,0.4600000000000001,orientation,color,size,0.38,-2.5,12,female,0,2704.3748031,1,27
76,2,0,0,1,4,1.3839403000001766,-38.5,9,0.42000000000000004,orientation,color,size,0.38,-2.5,12,female,0,2704.3748031,0,27
77,2,3,3,1,4,3.400973100000101,6.5,14,0.14,orientation,color,size,0.38,-2.5,12,female,0,2704.3748031,0,27
78,2,1,0,0,4,2.183583100000078,-61.0,4,0.18000000000000002,orientation,color,size,0.38,-2.5,12,female,0,2704.3748031,0,27
79,2,2,2,1,4,2.5345280000001367,20.0,3,0.3400000000000001,orientation,color,size,0.38,-2.5,12,female,0,2704.3748031,1,27
80,2,0,1,0,4,1.7174290000000383,-7.0,24,0.4600000000000001,orientation,color,size,0.38,-2.5,12,female,0,2704.3748031,0,27
