Trial_number,Chosen_castle,Chosen_location,Correct_location,Accuracy,Number_of_doors,RT,Current_orientation,Current_color,Current_size,First_feature,Second_feature,Third_feature,Participant_size,Participant_orientation,Participant_number,Participant_gender,Early_exit,Training_time,Meta_trial,Participant_age
1,2,0,2,0,4,6.082768700000088,87.5,0,0.3400000000000001,size,color,orientation,0.3400000000000001,-16.0,9,female,1,1373.4594575000006,1,28
2,2,0,0,1,4,2.4820033000000876,69.5,3,0.1,size,color,orientation,0.3400000000000001,-16.0,9,female,1,1373.4594575000006,1,28
3,2,1,3,0,4,2.2997143000002325,2.0,19,0.38,size,color,orientation,0.3400000000000001,-16.0,9,female,1,1373.4594575000006,0,28
4,2,2,3,0,4,4.349487199999658,-79.0,15,0.42000000000000004,size,color,orientation,0.3400000000000001,-16.0,9,female,1,1373.4594575000006,1,28
5,2,0,2,0,4,7.266508399999566,87.5,10,0.38,size,color,orientation,0.3400000000000001,-16.0,9,female,1,1373.4594575000006,1,28
6,2,3,2,0,4,3.40018659999987,56.0,5,0.42000000000000004,size,color,orientation,0.3400000000000001,-16.0,9,female,1,1373.4594575000006,1,28
7,2,2,3,0,4,1.6654819999998836,38.0,16,0.42000000000000004,size,color,orientation,0.3400000000000001,-16.0,9,female,1,1373.4594575000006,1,28
8,2,1,0,0,4,1.5507409000001644,-29.5,8,0.22000000000000003,size,color,orientation,0.3400000000000001,-16.0,9,female,1,1373.4594575000006,1,28
9,2,0,1,0,4,6.234428799999932,2.0,21,0.18000000000000002,size,color,orientation,0.3400000000000001,-16.0,9,female,1,1373.4594575000006,1,28
10,2,2,3,0,4,1.5825512999999773,-79.0,19,0.42000000000000004,size,color,orientation,0.3400000000000001,-16.0,9,female,1,1373.4594575000006,1,28
11,2,3,0,0,4,3.8331264999997074,78.5,6,0.1,size,color,orientation,0.3400000000000001,-16.0,9,female,1,1373.4594575000006,1,28
12,2,3,3,1,4,1.8732973000005586,15.5,22,0.42000000000000004,size,color,orientation,0.3400000000000001,-16.0,9,female,1,1373.4594575000006,1,28
13,2,3,1,0,4,1.8826269999999568,42.5,15,0.26,size,color,orientation,0.3400000000000001,-16.0,9,female,1,1373.4594575000006,0,28
14,2,0,0,1,4,4.434225099999821,74.0,1,0.18000000000000002,size,color,orientation,0.3400000000000001,-16.0,9,female,1,1373.4594575000006,1,28
15,2,0,0,1,4,1.4164156000006187,-79.0,7,0.14,size,color,orientation,0.3400000000000001,-16.0,9,female,1,1373.4594575000006,0,28
16,2,2,2,1,4,1.6838822999998229,-88.0,3,0.42000000000000004,size,color,orientation,0.3400000000000001,-16.0,9,female,1,1373.4594575000006,0,28
17,2,3,1,0,4,1.9675810999997339,-29.5,24,0.22000000000000003,size,color,orientation,0.3400000000000001,-16.0,9,female,1,1373.4594575000006,0,28
18,2,1,3,0,4,3.250503700000081,69.5,20,0.3400000000000001,size,color,orientation,0.3400000000000001,-16.0,9,female,1,1373.4594575000006,1,28
19,2,3,2,0,4,1.6674370000000636,42.5,6,0.38,size,color,orientation,0.3400000000000001,-16.0,9,female,1,1373.4594575000006,1,28
20,2,3,3,1,4,2.0990199000007124,47.0,22,0.4600000000000001,size,color,orientation,0.3400000000000001,-16.0,9,female,1,1373.4594575000006,1,28
